F/E-axis,ADD/ABD-axis,INT/EXT-axis,Motion %
-0.09248562097718423,-0.07781546232425121,0.06677007568251958,1
-0.18497124195436845,-0.15563092464850242,0.13354015136503916,2
-0.2774568629315527,-0.23344638697275363,0.20031022704755871,3
-0.3701660091365558,-0.3105690167105184,0.2677209233432162,4
-0.46823976080921215,-0.37106366437260807,0.35050651435418245,5
-0.5663135124818686,-0.431558312034698,0.4332921053651489,6
-0.6643872641545251,-0.49205295969678775,0.5160776963761152,7
-0.7629800425819557,-0.5512189515209907,0.5999726118589439,8
-0.8675416286892909,-0.5951054012094945,0.6966247587681894,9
-0.9721032147966259,-0.6389918508979986,0.7932769056774349,10
-1.0766648009039614,-0.6828783005865027,0.8899290525866803,11
-1.1821024857168523,-0.7248576467096992,0.9879981757302035,12
-1.2939648943704851,-0.7528515666873078,1.0964584579250984,13
-1.4058273030241186,-0.7808454866649166,1.2049187401199932,14
-1.517689711677752,-0.8088394066425253,1.3133790223148876,15
-1.6308364555362376,-0.8344055170402797,1.4234137450682716,16
-1.7507259592201985,-0.8472256271438001,1.5417142807537243,17
-1.8706154629041587,-0.8600457372473204,1.660014816439177,18
-1.99050496658812,-0.8728658473508406,1.77831535212463,19
-2.1121278006494335,-0.8827955497617274,1.8982084699126835,20
-2.240683956220164,-0.8811636214020802,2.0244719161111395,21
-2.369240111790893,-0.8795316930424332,2.150735362309596,22
-2.4977962673616227,-0.877899764682786,2.276998808508051,23
-2.6285651012801026,-0.8729733046083878,2.4047445202312243,24
-2.7663407499664583,-0.8576141607706111,2.537184072782668,25
-2.9041163986528127,-0.8422550169328347,2.6696236253341112,26
-3.0418920473391684,-0.8268958730950582,2.8020631778855547,27
-3.1823796692662527,-0.807896913799968,2.9357570859199407,28
-3.3298409366694983,-0.7795384290432149,3.0726764794818937,29
-3.4773022040727435,-0.7511799442864614,3.209595873043847,30
-3.6247634714759887,-0.7228214595297081,3.3465152666058,31
-3.775445548060216,-0.690537082041528,3.484354376803135,32
-3.932971844154032,-0.6499101824990656,3.624147884850656,33
-4.090498140247847,-0.6092832829566034,3.7639413928981775,34
-4.248024436341661,-0.5686563834141413,3.9037349009456976,35
-4.4092795127286735,-0.5238770865234821,4.044017622633359,36
-4.57716353185915,-0.47171574990269505,4.185170057459048,37
-4.745047550989626,-0.419554413281908,4.326322492284734,38
-4.912931570120101,-0.367393076661121,4.467474927110421,39
-5.08504106995264,-0.3109127769216042,4.608601073091428,40
-5.263488790838278,-0.24795403250399167,4.749687785805416,41
-5.441936511723917,-0.1849952880863792,4.890774498519405,42
-5.620384232609553,-0.12203654366876672,5.031861211233393,43
-5.803532458027465,-0.0546525753970214,5.17233199778641,44
-5.9926631437591835,0.018363495961802145,5.312018878316372,45
-6.181793829490897,0.09137956732062519,5.451705758846334,46
-6.370924515222613,0.16439563867944873,5.591392639376296,47
-6.565198646862842,0.24188252340378288,5.729810686255627,48
-6.7650448449039615,0.32421278927408687,5.866854163346775,49
-6.964891042945082,0.4065430551443909,6.0038976404379225,50
-7.1647372409862,0.48887332101469433,6.14094111752907,51
-7.370127337982794,0.5756589523489688,6.276010447964662,52
-7.580634880169056,0.6665572287269083,6.409257489179742,53
-7.7911424223553185,0.7574555051048477,6.542504530394822,54
-8.001649964541581,0.8483537814827871,6.675751571609904,55
-8.21804896452569,0.9436305718213437,6.806277612307347,56
-8.439076967065246,1.0423476231289557,6.934665724026647,57
-8.660104969604799,1.1410646744365684,7.063053835745949,58
-8.881132972144355,1.2397817257441812,7.19144194746525,59
-9.108336691244224,1.3427386697183523,7.316331528605778,60
-9.339657554717636,1.4485222088035616,7.438888756027121,61
-9.570978418191054,1.5543057478887716,7.5614459834484675,62
-9.802299281664464,1.6600892869739812,7.684003210869811,63
-10.04000641450545,1.7699119614520906,7.802264566110299,64
-10.281305823865695,1.8820066495887051,7.9181094932490526,65
-10.52260523322594,1.99410133772532,8.033954420387806,66
-10.763904642586184,2.1061960258619354,8.149799347526558,67
-11.011716762290739,2.2220665899492964,8.260542113999518,68
-11.262593686863204,2.339714036837009,8.368883863688577,69
-11.513470611435663,2.45736148372472,8.477225613377636,70
-11.764347536008128,2.5750089306124324,8.585567363066694,71
-12.021769094195804,2.6961061256513497,8.688002581380287,72
-12.281735787678281,2.8185448894157354,8.788140815270092,73
-12.541702481160764,2.9409836531801217,8.888279049159891,74
-12.801669174643244,3.0634224169445075,8.988417283049694,75
-13.0681075014307,3.1889215665142765,9.081857397287727,76
-13.33658950189341,3.3153871537067983,9.173182315846253,77
-13.60507150235612,3.44185274089932,9.264507234404777,78
-13.873553502818831,3.568318328091842,9.355832152963298,79
-14.14831880681982,3.6973913380087464,9.439691010685209,80
-14.424654936705382,3.8271162036067494,9.521683353197966,81
-14.700991066590944,3.956841069204753,9.603675695710724,82
-14.977327196476509,4.086565934802756,9.685668038223481,83
-15.259632564801894,4.218381293120077,9.759460890464355,84
-15.54307493092534,4.350594840526791,9.8316919350344,85
-15.826517297048788,4.482808387933505,9.90392297960444,86
-16.109959663172237,4.61502193534022,9.976154024174484,87
-16.39892106142998,4.7487447123482225,10.039497525445055,88
-16.688635054978764,4.882673293392765,10.101629088992972,89
-16.97834904852755,5.016601874437307,10.163760652540889,90
-17.26806304207633,5.150530455481848,10.2258922160888,91
-17.562699314371493,5.2853223037077885,10.27850442437544,92
-17.857763610905472,5.420189218645157,10.330288862639357,93
-18.15282790743945,5.555056133582525,10.382073300903272,94
-18.447892203973424,5.689923048519892,10.433857739167188,95
-18.747125072909597,5.824942202726422,10.475558115910813,96
-19.04653163236252,5.959967700235833,10.516838323424423,97
-19.34593819181544,6.094993197745244,10.558118530938035,98
-19.645344751268365,6.230018695254653,10.599398738451647,99
