1.746832536666666726e+02,-4.586454333333333189e+00,-6.081266966666666463e+01,7.667618966666667291e+01,2.043743000000000531e+00,-7.546848933333332354e+01,1.259437080000000151e+02,-2.486596333333332964e+00,-9.720445066666665923e+01,1.453737546666666560e+02,-6.739320000000000199e+00,-5.512984399999999852e+01,9.243787733333333279e+01,9.275799999999995160e-01,-6.894014399999998943e+01,1.334406136666666498e+02,-3.902620366666666740e+01,-9.449943933333334201e+01
1.741151709535340615e+02,-1.297333832045828572e+01,-6.193152376128412584e+01,7.618941779743396125e+01,-3.832198427980139321e+00,-7.575626936319606841e+01,1.251763995189709959e+02,-9.236092122358570577e+00,-9.792241262354470166e+01,1.448048280753081940e+02,-1.450804605355819277e+01,-5.605576489095621895e+01,9.196711923731584193e+01,-5.407803790324003934e+00,-6.936271669261624595e+01,1.318228685678081149e+02,-4.597561449775625420e+01,-9.575549551090513489e+01
1.736235374731200523e+02,-2.679375822743455160e+01,-6.342517288616613058e+01,7.580489425448185159e+01,-1.530358836423132729e+01,-7.621681844334077027e+01,1.245393535446732187e+02,-2.080277973321014073e+01,-9.890989501450394528e+01,1.443268233357669885e+02,-2.799322884630341335e+01,-5.740521601288837417e+01,9.158960534618555016e+01,-1.741216084891132709e+01,-6.999647049779359520e+01,1.304972529099863152e+02,-5.771604260957425936e+01,-9.814960300758325218e+01
1.750315379076677118e+02,-4.241664725389661328e+01,-6.668136100524306187e+01,7.722438860485299017e+01,-2.926995065673958507e+01,-7.786452131528501752e+01,1.255918776890084132e+02,-3.473580818897494993e+01,-1.013373727274176304e+02,1.457990445846604075e+02,-4.340861010893314642e+01,-6.032106120240339209e+01,9.305589818741606223e+01,-3.176849357444464061e+01,-7.191334509868926261e+01,1.310596829928000204e+02,-7.173047712255943509e+01,-1.017388208770650238e+02
1.743168820440418187e+02,-6.166681072258120366e+01,-7.209090311656434835e+01,7.663188489515037816e+01,-4.569897115437519375e+01,-8.026443308995986570e+01,1.242746600184830186e+02,-5.129930222840508947e+01,-1.051454825592538924e+02,1.452283638927230527e+02,-6.223167119373891865e+01,-6.505420544109456671e+01,9.253288356159802674e+01,-4.883387314014897385e+01,-7.482140620369548856e+01,1.288015392931683891e+02,-8.836219328765456282e+01,-1.072698778438411864e+02
1.773961124740307866e+02,-8.269674013098962462e+01,-7.876147139021625776e+01,7.960709516310083700e+01,-6.662893850717046007e+01,-8.533954139753016932e+01,1.272059957433825730e+02,-6.988557319873217466e+01,-1.107167624100606389e+02,1.483313243169707505e+02,-8.400073056037450669e+01,-7.172486936134353641e+01,9.553965631365574041e+01,-7.012016983550425664e+01,-8.021502095838026491e+01,1.319172639883386466e+02,-1.066187009984103611e+02,-1.159268352060130667e+02
1.776936330522949277e+02,-1.014760775242531849e+02,-8.564580089362775084e+01,7.979301209469407752e+01,-8.547388686805538782e+01,-9.049713792580263316e+01,1.268996085496048636e+02,-8.895052324074751482e+01,-1.167487268729674383e+02,1.487687724514318006e+02,-1.027201223755151176e+02,-7.804442855725815775e+01,9.582132746230131204e+01,-8.891869254871144790e+01,-8.564715534496572502e+01,1.315193869962647568e+02,-1.257277833548410655e+02,-1.217241032975838380e+02
1.814410541597396502e+02,-1.191011395273654045e+02,-9.138427065309335262e+01,8.368655460670423452e+01,-1.025489577103620178e+02,-9.723407876219802404e+01,1.312184409604288646e+02,-1.051593002684328013e+02,-1.228108307778621366e+02,1.523882902388460252e+02,-1.205364398172796712e+02,-8.432361265245107518e+01,9.961992925283080069e+01,-1.062440834304867536e+02,-9.225717922191998355e+01,1.358069962767780794e+02,-1.417273795567182049e+02,-1.291656968061135160e+02
1.818524363296778006e+02,-1.308099614969110860e+02,-9.578089430472711285e+01,8.429861197292819952e+01,-1.134110475328078422e+02,-1.024641799430242202e+02,1.323090770643357814e+02,-1.146754150485089809e+02,-1.272363612917996960e+02,1.526619567689677979e+02,-1.325286799824772004e+02,-8.938261488361837337e+01,1.001167910144286566e+02,-1.174925672717405121e+02,-9.742212488906906742e+01,1.368720332019282466e+02,-1.508009306304931840e+02,-1.357680750812309327e+02
1.805472027904764047e+02,-1.473209151300468136e+02,-1.048094906450991175e+02,8.296285266527597457e+01,-1.295207797972203707e+02,-1.097680139591764998e+02,1.306548736062510159e+02,-1.301953206786803605e+02,-1.351703856092701983e+02,1.514350175533697893e+02,-1.491533019902611557e+02,-9.809390438012228230e+01,9.883241856020347882e+01,-1.337783203916170010e+02,-1.050429597659427969e+02,1.350160103839790793e+02,-1.660764566010135468e+02,-1.447718519499677257e+02
