9.884019999999999584e+01,-7.935689999999999600e+01,1.501989999999999981e+01,1.019929999999999950e+02,-5.982560000000000144e+01,6.011379999999999946e+00,1.051419999999999959e+02,-6.501200000000000045e+01,3.168560000000000088e+01,1.058179999999999978e+02,-7.252100000000000080e+01,-5.699659999999999727e+00,1.265330000000000013e+02,-6.861469999999999914e+01,1.952410000000000068e+01,8.757940000000000680e+01,-7.447020000000000550e+01,1.202699999999999925e+01,1.024399999999999977e+02,-6.005660000000000309e+01,1.202699999999999925e+01
9.861422517259281051e+01,-7.955312814230492791e+01,1.520348146775763531e+01,1.012438543341302619e+02,-6.016175088911012381e+01,5.736443978792532761e+00,1.045513517753050650e+02,-6.466165154054651509e+01,3.152000217723023923e+01,1.053910692603936639e+02,-7.302265870881683441e+01,-5.680645074463763322e+00,1.260187949776036191e+02,-6.798426951031068199e+01,1.941357815016568011e+01,8.722604125911738038e+01,-7.503546891366812588e+01,1.211431876780617323e+01,1.017021925485559564e+02,-6.024015453145358379e+01,1.175513427938653521e+01
9.730233555565159520e+01,-7.756870675013774985e+01,1.440205690226610535e+01,9.964032045910870750e+01,-5.866067988641390940e+01,3.933742480531178032e+00,1.029909722034163622e+02,-6.175336731892687681e+01,2.991814041278168190e+01,1.039982926609312983e+02,-7.203528159102494044e+01,-6.793809503624248514e+00,1.245197336279815232e+02,-6.537057951776638731e+01,1.800660743114068296e+01,8.584855936231699047e+01,-7.339654040380574429e+01,1.107836274793480413e+01,1.000936832909766281e+02,-5.841692468280010075e+01,9.948382912659425870e+00
9.667953481251268499e+01,-7.602918052277134109e+01,1.172180625375473184e+01,9.877467855255567031e+01,-5.792296116576103771e+01,-1.247313596065513508e-01,1.021800480519588348e+02,-5.903622827365877868e+01,2.601230392535656932e+01,1.032925331579664885e+02,-7.200198315275180505e+01,-9.836703028418108730e+00,1.237447845759727016e+02,-6.326045828196713927e+01,1.436866059404613516e+01,8.517247098231240443e+01,-7.225767010598501372e+01,8.115409835754048729e+00,9.922875136637364335e+01,-5.722774599550073304e+01,5.854511713826015651e+00
9.443148339049501772e+01,-7.217656503415066993e+01,6.036026812631186900e+00,9.623497108252172438e+01,-5.508740735440986924e+01,-7.278378245878313280e+00,9.936206621232899749e+01,-5.390954044578708704e+01,1.889058092645230147e+01,1.011971672346635955e+02,-6.981976625903431000e+01,-1.572151004010023456e+01,1.211544467979653916e+02,-5.856933204177162366e+01,7.852696109479035513e+00,8.288103787577810522e+01,-6.900622443560619956e+01,2.013707476629157611e+00,9.660301940527438092e+01,-5.387970958508699937e+01,-1.375255299971504641e+00
9.477932285054251338e+01,-6.485360092588803127e+01,-7.440541939876027300e+00,9.629026214744141043e+01,-5.036682890312058447e+01,-2.357794442360457410e+01,9.975759654724035386e+01,-4.458845919949424541e+01,1.928300974269713919e+00,1.012386249003780421e+02,-6.633377006898257378e+01,-2.936782869816924446e+01,1.214319143991951222e+02,-5.102471970091236386e+01,-8.428093521418485778e+00,8.315525487609386346e+01,-6.249013147725305117e+01,-1.179231856911217946e+01,9.672875767139628067e+01,-4.813751862292036776e+01,-1.798520347354573090e+01
9.141449903955421519e+01,-6.075655105762359653e+01,-2.548226300615036166e+01,9.262084225747933885e+01,-4.877086309743329195e+01,-4.357793321429447531e+01,9.565882759172066585e+01,-3.917787534996317333e+01,-1.919093360888541611e+01,9.812736612344502873e+01,-6.524734979287401870e+01,-4.691796991021787733e+01,1.176242995851463888e+02,-4.636067264108294950e+01,-2.837689429466630386e+01,7.976371297318225118e+01,-5.944345380136885382e+01,-3.019160091834658033e+01,9.293491431687326099e+01,-4.572672976100948716e+01,-3.837452423978736249e+01
9.035178784810010200e+01,-5.911163061960751719e+01,-5.175667558491673503e+01,9.124920864309524404e+01,-5.057851584596990335e+01,-7.173030440636620142e+01,9.390496365094982423e+01,-3.662822557350707342e+01,-4.949706610825309383e+01,9.727418307826667387e+01,-6.720856911615084073e+01,-7.203571450455395109e+01,1.161136162252636979e+02,-4.467390172954245742e+01,-5.727519291138667512e+01,7.868226359606488529e+01,-5.903755556340198751e+01,-5.660018883019742475e+01,9.145104115929598265e+01,-4.663210414849152130e+01,-6.716675838010442590e+01
9.057023423333784251e+01,-5.725936901990647954e+01,-7.981185580333855967e+01,9.112261948435867964e+01,-5.277466926026582428e+01,-1.010756183753937023e+02,9.363204057963859839e+01,-3.469910811705629783e+01,-8.202417712563367047e+01,9.751898785027029248e+01,-6.901608600105899427e+01,-9.820244625715072573e+01,1.159567761410826563e+02,-4.364845138013987480e+01,-8.834650642827963907e+01,7.886545665463140153e+01,-5.837368152787812647e+01,-8.443780364216988232e+01,9.127006395302535680e+01,-4.800969330704046456e+01,-9.737236058282189788e+01
1.037037749698143756e+02,-3.649907467756640500e+01,-9.604855811979777513e+01,1.077048660447217117e+02,-3.498306197234562376e+01,-1.173618928144978213e+02,1.065381798743978976e+02,-1.434190342852750888e+01,-1.009740334082989932e+02,1.139256505813051490e+02,-5.034191245342034904e+01,-1.111683626667553710e+02,1.298201232227973208e+02,-2.299351449130929836e+01,-1.022218917657544637e+02,9.297177700232664677e+01,-3.880707996522512815e+01,-1.023047738416202037e+02,1.071119275172240464e+02,-2.974934564602078524e+01,-1.144127418684508655e+02
