1.137626913333333363e+02,-7.463307433333334018e+01,-1.842290366666666657e+01,1.157842749999999938e+02,-4.218238233333332943e+01,-1.718195199999999900e+01,1.128405769999999961e+02,-4.462302566666667047e+01,3.811727666666666625e+00,1.136729866666666595e+02,-4.961116433333333475e+01,-5.055235566666666358e+01,1.411433086666666838e+02,-6.501364866666666842e+01,-1.901356433333333129e+01,9.172643666666665752e+01,-4.842671699999999646e+01,-2.424378733333333003e+01,1.215332993333333320e+02,-4.689779700000000418e+01,-9.108303666666666132e+00
1.133771340822241740e+02,-7.522217535155328960e+01,-1.836310552079227065e+01,1.145451881438302024e+02,-4.270941117239280516e+01,-1.788353490173257399e+01,1.116856321710038031e+02,-4.473488985865101597e+01,3.165860801520961498e+00,1.126000863149175046e+02,-5.096961334429937551e+01,-5.106807678889237678e+01,1.404945898056730016e+02,-6.490276896798285122e+01,-1.921977506713248118e+01,9.065365560624645980e+01,-4.974745977461721935e+01,-2.476113360008340081e+01,1.204235729237541932e+02,-4.708194209562802257e+01,-9.710666410271336701e+00
1.120304620862998775e+02,-7.477088748014368491e+01,-1.934214096698756080e+01,1.126932460812861621e+02,-4.226333671357352983e+01,-2.056444754639194272e+01,1.098440114250260677e+02,-4.322891322476141340e+01,5.615129670846048526e-01,1.109104245611478063e+02,-5.227777671984870267e+01,-5.327164430940297990e+01,1.389853401562409658e+02,-6.408992144358101939e+01,-2.073208646754220652e+01,8.892085615694223577e+01,-5.002233979679775189e+01,-2.706922789754295522e+01,1.186304536361082569e+02,-4.611029461121084694e+01,-1.217274360386754495e+01
1.113503244020603091e+02,-7.556179102534034087e+01,-2.215983882859911347e+01,1.116064338443536030e+02,-4.322897945602109360e+01,-2.579272704813804395e+01,1.087827843043851459e+02,-4.265876239647651857e+01,-4.648968169386098914e+00,1.099281782235961771e+02,-5.566531316448340050e+01,-5.766354823726702250e+01,1.381688701839682949e+02,-6.467997473934990182e+01,-2.438067475134633355e+01,8.792867424478750138e+01,-5.174375313722678271e+01,-3.166666512069680905e+01,1.175964922711395815e+02,-4.636837960524016466e+01,-1.714786843616620970e+01
1.094794611501370554e+02,-7.420670141394045061e+01,-2.762185941384554155e+01,1.090125448517986797e+02,-4.229869416123926129e+01,-3.397286210406026186e+01,1.059309166530168227e+02,-4.001772969336334995e+01,-1.298101958171073989e+01,1.079991623719472216e+02,-5.741474419476029567e+01,-6.469266465290311885e+01,1.360569683192711636e+02,-6.289546457772532051e+01,-3.049804954034673443e+01,8.561269521564312868e+01,-5.185723623384420478e+01,-3.933216517711041149e+01,1.149744502155721761e+02,-4.455014671431179352e+01,-2.503659557329462970e+01
1.093910375085769715e+02,-7.271107926139238486e+01,-4.042802778782964879e+01,1.086248174357355225e+02,-4.242111778951111489e+01,-5.228573893590220223e+01,1.058077464762006770e+02,-3.649459432087712685e+01,-3.198063823368854131e+01,1.073041709514327522e+02,-6.271184627682212209e+01,-7.984967210270545479e+01,1.358511443756727601e+02,-6.196886114311385541e+01,-4.562879025263286792e+01,8.522053733930120245e+01,-5.287377976202649421e+01,-5.554493359612612835e+01,1.147202259221854916e+02,-4.303917177647448256e+01,-4.317891631070944669e+01
1.065832116999266361e+02,-7.291827152694062875e+01,-5.687364884785750263e+01,1.049724366350821043e+02,-4.475364232850249380e+01,-7.308578129994910455e+01,1.017746364492018927e+02,-3.598812404019085420e+01,-5.389473008197721526e+01,1.045590091068658438e+02,-6.892564321873157951e+01,-9.735039817201095502e+01,1.327387238454293197e+02,-6.220218140894525760e+01,-6.347933069938271444e+01,8.194303415758699316e+01,-5.633319635113588220e+01,-7.487501832832467130e+01,1.109967511168504473e+02,-4.381991579748739696e+01,-6.395856904952757560e+01
1.059975031729849633e+02,-7.629310232909608658e+01,-8.045205875849339350e+01,1.035722754396611123e+02,-5.160331393014677559e+01,-1.015045358596761389e+02,1.000387672528409269e+02,-3.960314989775762484e+01,-8.421676368302509275e+01,1.039903033389449689e+02,-7.977954986386285441e+01,-1.209763915131381395e+02,1.318316734863777242e+02,-6.614758766334735185e+01,-8.895174181845513317e+01,8.091834171268749287e+01,-6.402445668961091485e+01,-1.011104315331937471e+02,1.095333336705534464e+02,-4.884165048513473550e+01,-9.271197005334833818e+01
1.063808103427116691e+02,-7.938722513430448657e+01,-1.047878454830264161e+02,1.032385286618055744e+02,-5.933979699182938816e+01,-1.302220913643050721e+02,9.956679815003752765e+01,-4.427005313426381150e+01,-1.155667886086920646e+02,1.041442086166286458e+02,-9.076150295727597950e+01,-1.438266611607639618e+02,1.319138642651482485e+02,-7.056565568804981581e+01,-1.154096864549558461e+02,8.087444044592679404e+01,-7.190998802131963430e+01,-1.271433457217148515e+02,1.092025232029933335e+02,-5.479163351867387632e+01,-1.222086531628620492e+02
1.240186173403107546e+02,-6.108588279190611559e+01,-1.146553428990175263e+02,1.246958046220348280e+02,-4.493180675628663323e+01,-1.428911608907119444e+02,1.182487042005781035e+02,-2.817135663360960507e+01,-1.313638502076744885e+02,1.286423197333509449e+02,-7.785504123832131995e+01,-1.514768368118836861e+02,1.507471186591973833e+02,-5.260000688159488647e+01,-1.221491778995485333e+02,1.024477883782497827e+02,-5.801818656485423986e+01,-1.417023565756778680e+02,1.291175381454590649e+02,-3.903462910950168663e+01,-1.347584010808874666e+02
