1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	285959.065522	0.000000	0.000053	32027.585207	244.5
1	248732.228601	0.000000	0.000053	31244.016354	1.6
2	187138.622676	0.000000	0.000053	26594.481204	1.5
3	157920.914751	0.000000	0.000053	25837.529882	1.5
4	123589.258988	0.000000	0.000053	20330.879398	1.5
5	104826.551925	0.000000	0.000053	17545.794859	1.6
6	92589.739160	0.000000	0.000053	17828.419613	1.6
7	73725.826981	0.000000	0.000053	14389.554658	1.7
8	65370.535672	0.000000	0.000053	13341.429143	1.7
9	56223.522019	0.000000	0.000053	12197.682338	1.8
10	48935.370966	0.000000	0.000053	11538.593959	1.8
11	41956.711228	0.000000	0.000053	10128.650182	2.0
12	36348.339606	0.000000	0.000053	9160.839395	2.3
13	32306.182545	0.000000	0.000053	8864.339469	2.4
14	29080.046903	0.000000	0.000053	8596.103172	2.3
15	25535.595998	0.000000	0.000053	7896.617970	2.5
16	21829.239170	0.000000	0.000053	6854.765538	2.5
17	18417.138663	0.000000	0.000053	6016.180619	3.4
18	17206.845097	0.000000	0.000053	5733.752515	3.3
19	15526.847110	0.000000	0.000053	5381.142149	3.0
20	13751.976648	0.000000	0.000053	4832.780384	3.6
21	13026.231974	0.000000	0.000053	4597.899304	3.4
22	11931.355820	0.000000	0.000053	4045.895431	3.5
23	11282.482764	0.000000	0.000053	3773.837234	3.5
24	10386.965149	0.000000	0.000053	3412.335373	3.5
25	9627.350706	0.000000	0.000053	3027.502911	3.7
26	9047.689481	0.000000	0.000053	2597.124530	3.2
27	8811.352531	0.000000	0.000053	2469.273056	3.1
28	8631.599943	0.000000	0.000053	2342.728092	2.7
29	8331.015680	0.000000	0.000053	2212.148037	2.8
30	7820.095122	0.000000	0.000053	2009.550221	3.1
31	8019.293155	0.000000	0.000053	1764.061651	2.9
32	7766.509231	0.000000	0.000053	1731.416311	2.9
33	7309.894739	0.000000	0.000053	1466.735396	2.9
34	7276.234639	0.000000	0.000053	1517.606048	2.9
35	7375.261672	0.000000	0.000053	1334.791443	3.2
36	7430.908924	0.000000	0.000053	1173.456121	3.2
37	7294.711508	0.000000	0.000053	1199.140959	3.2
38	6973.651071	0.000000	0.000053	1121.538195	3.4
39	7072.997899	0.000000	0.000053	937.388849	3.4
40	7129.409359	0.000000	0.000053	869.851704	3.4
41	6981.019266	0.000000	0.000053	897.590139	3.7
42	6968.487252	0.000000	0.000053	805.961148	3.7
43	6818.564659	0.000000	0.000053	667.384536	3.6
44	6839.930457	0.000000	0.000053	739.555994	3.9
45	7028.749783	0.000000	0.000053	709.439039	3.6
46	7023.581274	0.000000	0.000053	677.060398	3.4
47	6958.018288	0.000000	0.000053	630.442978	3.5
48	6734.048532	0.000000	0.000053	669.475483	3.6
49	6577.499148	0.000000	0.000053	533.801740	5.4
50	6682.956152	0.000000	0.000053	511.853945	5.3
51	6287.393942	0.000000	0.000053	448.961973	5.1
52	6678.692948	0.000000	0.000053	513.712286	5.1
53	6706.158995	0.000000	0.000053	441.276434	5.9
54	6425.599599	0.000000	0.000053	535.228146	5.3
55	6597.544362	0.000000	0.000053	391.933755	4.9
56	6800.040027	0.000000	0.000053	466.062713	5.1
57	6454.364785	0.000000	0.000053	507.040174	4.6
58	6640.576775	0.000000	0.000053	410.082480	4.6
59	6482.732136	0.000000	0.000053	364.336345	4.0
60	6549.621642	0.000000	0.000053	386.098080	3.9
61	6452.369717	0.000000	0.000053	287.010851	3.8
62	6388.373430	0.000000	0.000053	431.778701	3.8
63	6679.187536	0.000000	0.000053	334.437141	3.6
64	6653.823441	0.000000	0.000053	371.467870	3.4
65	6619.210172	0.000000	0.000053	427.229443	5.0
66	6456.013107	0.000000	0.000053	354.229001	5.0
67	6762.465793	0.000000	0.000053	481.038204	5.2
68	6521.660466	0.000000	0.000053	365.623875	5.2
69	6513.748978	0.000000	0.000053	382.759842	5.1
70	6346.963403	0.000000	0.000053	356.722852	4.6
71	6569.049659	0.000000	0.000053	326.687428	5.0
72	6499.393781	0.000000	0.000053	382.466981	3.9
73	6471.283546	0.000000	0.000053	361.820657	3.6
74	6517.505606	0.000000	0.000053	299.229500	3.8
75	6523.713959	0.000000	0.000053	345.247135	3.4
76	6466.468617	0.000000	0.000053	329.787365	3.3
77	6649.074319	0.000000	0.000053	334.221785	3.3
78	6635.366243	0.000000	0.000053	325.638654	3.3
79	6610.822928	0.000000	0.000053	365.317843	3.3
80	6443.977573	0.000000	0.000053	360.603777	3.4
81	6626.778082	0.000000	0.000053	411.650418	3.5
82	6518.315582	0.000000	0.000053	362.656633	3.4
83	6728.110323	0.000000	0.000053	380.665521	3.4
84	6498.113227	0.000000	0.000053	341.331305	3.5
85	6477.400645	0.000000	0.000053	377.516723	5.3
86	6246.771478	0.000000	0.000053	285.403412	5.1
87	6527.264059	0.000000	0.000053	339.234920	5.1
88	6543.722760	0.000000	0.000053	344.572479	5.4
89	6395.870048	0.000000	0.000053	288.574611	5.4
90	6537.101764	0.000000	0.000053	348.098480	5.1
91	6432.991263	0.000000	0.000053	280.076119	4.3
92	6529.261661	0.000000	0.000053	297.800755	5.1
93	6405.189546	0.000000	0.000053	327.481145	5.1
94	6364.005755	0.000000	0.000053	335.484066	4.2
95	6766.966885	0.000000	0.000053	392.970580	4.3
96	6599.475897	0.000000	0.000053	307.581670	4.1
97	6439.817003	0.000000	0.000053	296.751669	4.0
98	6268.804827	0.000000	0.000053	328.099148	4.6
99	6532.771048	0.000000	0.000053	348.772011	5.4
100	6422.305973	0.000000	0.000053	294.069829	5.2
101	6297.901288	0.000000	0.000053	328.411705	5.2
102	6412.571800	0.000000	0.000053	301.563318	5.1
103	6550.874634	0.000000	0.000053	377.216167	4.3
104	6394.737346	0.000000	0.000053	294.733716	4.6
105	6312.825083	0.000000	0.000053	316.034770	5.5
106	6257.591366	0.000000	0.000053	261.943795	5.3
107	6446.609355	0.000000	0.000053	277.721008	5.6
108	6389.603793	0.000000	0.000053	244.922802	5.6
109	6312.206721	0.000000	0.000053	345.136999	5.5
110	6422.209276	0.000000	0.000053	275.627169	4.6
111	6414.777823	0.000000	0.000053	351.728218	4.6
112	6362.815362	0.000000	0.000053	314.668540	5.3
113	6409.778160	0.000000	0.000053	284.935004	5.5
114	6409.786291	0.000000	0.000053	323.404201	4.4
115	6634.947458	0.000000	0.000053	345.191349	4.1
116	6396.256460	0.000000	0.000053	304.532734	4.2
117	6505.364680	0.000000	0.000053	295.698037	3.7
118	6393.068364	0.000000	0.000053	290.009309	4.0
119	6350.282163	0.000000	0.000053	295.223882	3.4
120	6271.534926	0.000000	0.000053	290.728411	3.4
121	6511.371217	0.000000	0.000053	305.986216	3.4
122	6261.534760	0.000000	0.000053	281.425223	3.2
123	6327.011282	0.000000	0.000053	249.108440	3.3
124	6307.921885	0.000000	0.000053	270.060660	3.4
125	6124.516593	0.000000	0.000053	254.322702	3.4
126	6234.227223	0.000000	0.000053	267.417954	3.4
127	6468.774166	0.000000	0.000053	286.465096	3.4
128	6203.911103	0.000000	0.000053	285.843369	3.8
129	6488.632156	0.000000	0.000053	302.694507	5.3
130	6422.213054	0.000000	0.000053	298.678462	5.1
131	6364.899363	0.000000	0.000053	292.141282	5.1
132	6159.728260	0.000000	0.000053	251.037353	4.3
133	6589.091224	0.000000	0.000053	285.546260	5.3
134	6344.292400	0.000000	0.000053	250.492331	5.4
135	6176.567484	0.000000	0.000053	248.194959	5.1
136	6290.884807	0.000000	0.000053	285.975893	5.3
137	6257.473953	0.000000	0.000053	240.778126	5.2
138	6258.100189	0.000000	0.000053	322.616540	4.2
139	6313.416738	0.000000	0.000053	357.543031	4.1
140	6434.805908	0.000000	0.000053	248.384881	3.9
141	6272.253124	0.000000	0.000053	238.639364	3.7
142	6026.242363	0.000000	0.000053	259.439861	3.8
143	6389.257110	0.000000	0.000053	333.012213	3.1
144	6145.739232	0.000000	0.000053	263.854619	3.1
145	6234.149795	0.000000	0.000053	269.619068	3.3
146	6162.471976	0.000000	0.000053	280.649749	5.5
147	6207.724594	0.000000	0.000053	268.353411	5.5
148	6234.464630	0.000000	0.000053	266.893901	4.9
149	6280.550128	0.000000	0.000053	280.527178	2.7
150	6254.198286	0.000000	0.000053	275.636913	4.1
151	6280.940622	0.000000	0.000053	263.177965	2.8
152	6437.452490	0.000000	0.000053	255.639386	2.8
153	6313.643684	0.000000	0.000053	259.934149	3.2
154	6179.998136	0.000000	0.000053	266.158803	3.1
155	6327.340563	0.000000	0.000053	273.476973	3.2
156	6525.126165	0.000000	0.000053	284.512010	3.0
157	6404.931178	0.000000	0.000053	308.621846	5.6
158	6042.855993	0.000000	0.000053	251.074686	4.4
159	6118.582187	0.000000	0.000053	248.461655	4.5
160	6257.956208	0.000000	0.000053	272.725633	4.6
161	6022.322587	0.000000	0.000053	258.462968	3.8
162	6409.404301	0.000000	0.000053	293.733698	3.6
163	5955.854134	0.000000	0.000053	273.755751	3.7
164	6138.581215	0.000000	0.000053	225.050234	3.3
165	6274.925842	0.000000	0.000053	245.177662	3.4
166	6039.781181	0.000000	0.000053	224.838015	3.5
167	6452.367393	0.000000	0.000053	301.708066	3.6
168	6250.292836	0.000000	0.000053	242.357240	3.7
169	6276.330468	0.000000	0.000053	245.274991	3.8
170	6154.275816	0.000000	0.000053	252.512092	3.4
171	6184.529833	0.000000	0.000053	246.332697	3.4
172	6139.830809	0.000000	0.000053	235.315102	3.4
173	6193.299246	0.000000	0.000053	339.612302	3.5
174	6188.121060	0.000000	0.000053	311.055742	3.4
175	6255.877592	0.000000	0.000053	242.814361	3.4
176	6272.001962	0.000000	0.000053	287.976561	3.5
177	6188.555739	0.000000	0.000053	256.856566	3.5
178	6059.528963	0.000000	0.000053	222.618048	3.0
179	6195.478178	0.000000	0.000053	236.851203	2.8
180	6473.972583	0.000000	0.000053	430.597003	2.9
181	6301.670660	0.000000	0.000053	267.855601	2.9
182	6264.911938	0.000000	0.000053	255.373616	2.7
183	6289.852703	0.000000	0.000053	227.103527	2.8
184	6349.817942	0.000000	0.000053	249.122173	2.9
185	6227.306592	0.000000	0.000053	302.793458	3.0
186	6256.462938	0.000000	0.000053	284.959946	2.9
187	6266.605799	0.000000	0.000053	279.870865	2.9
188	6075.513321	0.000000	0.000053	292.161669	3.0
189	6163.888468	0.000000	0.000053	237.325249	3.1
190	6232.873580	0.000000	0.000053	260.008009	3.0
191	6266.231985	0.000000	0.000053	285.731194	2.9
192	6223.629329	0.000000	0.000053	240.571162	3.2
193	6130.503644	0.000000	0.000053	227.224967	3.3
