1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	11892.011776	0.000000	0.000087	1178.613885	197.3
1	11261.012350	0.000000	0.000087	1070.407279	1.3
2	11663.017089	0.000000	0.000087	754.249553	1.3
3	12087.462702	1.000000	0.000083	556.440905	1.3
4	12162.242904	1.945289	0.000080	934.134260	1.3
5	11842.449786	2.945284	0.000076	355.385258	1.3
6	11253.740760	2.863308	0.000077	475.191841	1.2
7	11016.150587	3.659692	0.000074	170.954139	1.3
8	11803.670828	3.767879	0.000074	514.214577	1.3
9	11697.537722	3.691505	0.000074	563.185960	1.3
10	12248.582899	4.674874	0.000071	777.755519	1.3
11	11306.789562	5.661979	0.000069	322.898103	1.3
12	11591.796199	6.498662	0.000066	336.137735	1.3
13	11197.126226	6.424697	0.000067	303.128200	1.3
14	11852.875071	6.367220	0.000067	1478.994783	1.4
15	11825.744633	7.365940	0.000064	696.410413	1.4
16	11817.982804	8.365940	0.000062	1551.257595	1.4
17	11685.002898	8.284346	0.000062	1393.016897	1.5
18	11435.181781	9.284346	0.000060	1121.039037	2.2
19	11055.693873	10.284346	0.000058	579.821686	2.1
20	11946.068946	11.284346	0.000057	470.034213	2.3
21	12247.859467	11.202830	0.000057	614.278242	2.0
22	11899.477207	12.099270	0.000055	680.938679	1.7
23	11891.810454	13.085933	0.000054	196.345250	1.7
24	11107.868101	13.023133	0.000054	436.174341	1.7
25	12168.408912	12.957252	0.000054	698.933243	1.7
26	11923.304352	13.954334	0.000052	579.683100	1.8
27	11688.280553	13.873604	0.000052	493.678321	1.9
28	11560.344219	13.852823	0.000052	490.003571	1.9
29	11555.926547	13.783436	0.000053	689.638348	1.9
30	10929.350112	14.100511	0.000052	1205.433992	1.9
31	11903.889058	15.100506	0.000051	272.122491	1.8
32	11727.665123	16.035468	0.000049	487.706539	1.8
33	12196.398417	15.986896	0.000049	1130.665790	1.7
34	11689.459134	16.986895	0.000048	511.226345	1.7
35	12104.532007	16.904916	0.000048	1405.569499	1.8
36	11952.933997	17.891043	0.000047	1093.907302	1.8
37	11992.633455	18.891043	0.000046	894.849809	1.7
38	12010.097354	19.891043	0.000045	389.823929	1.8
39	10878.410106	20.890506	0.000044	408.333169	1.7
40	11661.037328	21.150713	0.000043	937.334486	1.8
41	12442.399107	21.070723	0.000043	1577.667880	1.7
42	11480.266335	22.070723	0.000042	707.701785	1.7
43	11937.344662	23.066258	0.000041	812.029539	1.8
44	11295.695163	24.059318	0.000041	538.490000	1.8
45	12114.576770	24.159612	0.000040	474.128692	1.8
46	10878.655921	24.077664	0.000041	877.778416	1.7
47	10673.306163	23.995692	0.000041	436.923255	1.8
48	11289.088724	24.993376	0.000040	830.467700	1.9
49	11972.965939	25.512604	0.000039	845.860283	1.9
50	11302.854096	26.512234	0.000038	753.364401	1.8
51	11703.627435	26.430254	0.000039	606.180051	1.9
52	11570.314749	27.060850	0.000038	239.034201	1.8
53	11316.598366	27.018727	0.000038	642.090223	1.9
54	12130.757096	26.942137	0.000038	761.727122	2.0
55	11463.800515	27.942135	0.000037	479.763415	2.0
56	11655.741388	27.890204	0.000037	656.510143	1.9
57	11951.395935	27.972319	0.000037	899.049256	2.1
58	11813.510622	28.972319	0.000037	805.358815	2.5
59	11386.235980	28.890341	0.000037	1152.723276	1.9
60	11468.720796	29.890341	0.000036	406.244608	1.8
61	11871.990494	29.810279	0.000036	1180.621794	1.8
62	12034.791170	30.810072	0.000035	433.610484	1.8
63	11818.027587	30.859345	0.000035	530.498787	1.8
64	11608.766097	31.649498	0.000035	791.196877	1.8
65	12452.844551	31.567952	0.000035	542.035614	1.8
66	10829.846824	31.489470	0.000035	254.579939	1.7
67	11408.637213	31.443928	0.000035	673.255434	1.8
68	11959.861642	31.801803	0.000035	1270.774141	1.8
69	11815.900911	32.801800	0.000034	907.135539	1.7
70	11732.808251	32.813488	0.000034	724.491561	1.7
71	11848.894511	32.731509	0.000034	993.632892	2.0
72	12274.700408	32.674101	0.000034	865.038776	1.7
73	12137.123294	33.672410	0.000033	955.436439	1.7
74	11517.059897	34.672408	0.000033	1543.133561	1.7
75	11680.522134	35.672408	0.000032	347.200607	1.8
76	11001.622435	35.590429	0.000032	343.020452	1.8
77	11846.660651	35.584548	0.000032	560.264425	1.8
78	11841.231667	35.925197	0.000032	1629.561680	1.8
79	12392.097891	36.925197	0.000032	1032.865479	1.8
80	11350.495830	37.925197	0.000031	743.173899	1.8
81	12146.137474	38.029060	0.000031	976.663896	1.8
82	11802.853586	39.029026	0.000030	976.961134	1.8
83	12071.455529	40.011626	0.000030	922.034676	3.2
84	12481.039227	40.272720	0.000030	1323.496287	4.3
85	11767.189026	41.272720	0.000029	614.744959	4.1
86	11364.857540	41.190740	0.000029	1028.784274	4.3
