1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	36195.145074	0.000000	0.000067	1171.560798	219.7
1	34285.714587	0.000000	0.000067	735.494487	1.4
2	34196.562647	0.000000	0.000067	1289.653946	1.4
3	40278.501778	0.000000	0.000067	778.966928	1.3
4	36697.909544	0.000000	0.000067	1880.966229	1.4
5	36194.122620	0.404388	0.000066	1371.033824	1.4
6	37635.154593	0.476084	0.000066	2511.224406	1.4
7	34922.161966	1.476084	0.000063	1242.159952	1.4
8	36385.244681	2.476084	0.000060	1500.360832	1.5
9	39943.719246	2.375179	0.000060	442.931516	1.5
10	36327.726058	2.278389	0.000061	2704.231893	1.5
11	34060.973986	3.017570	0.000059	1076.957474	1.5
12	36386.523148	4.017570	0.000056	1231.433283	1.5
13	39148.773260	3.916665	0.000057	1204.618305	1.6
14	39646.809218	3.815761	0.000057	1256.579439	1.6
15	40374.541440	4.815751	0.000055	1014.732010	1.6
16	38982.251499	4.789804	0.000055	1192.693906	1.6
17	40348.854506	4.688900	0.000055	2222.452737	1.6
18	34769.715038	5.688900	0.000053	897.695620	1.6
19	37894.234247	6.688899	0.000051	1566.005074	1.8
20	38723.423979	6.587995	0.000051	440.132315	1.8
21	37616.149079	6.487101	0.000051	691.666251	1.8
22	35473.482686	6.393640	0.000052	1450.164213	4.6
23	34854.635333	6.350905	0.000052	940.059703	2.5
24	34613.157914	7.350905	0.000050	888.795004	2.5
25	37677.100161	7.250066	0.000050	1397.692658	2.7
26	40631.416692	8.250065	0.000048	956.757052	3.6
27	37334.367521	9.250060	0.000047	1001.033952	4.1
28	39238.685560	9.149157	0.000047	1096.955202	4.4
29	35075.772135	10.148711	0.000045	1614.901920	2.6
30	39129.746045	11.148710	0.000044	1114.626735	2.3
31	37332.583539	12.147650	0.000043	590.099843	2.0
32	36178.141345	12.046750	0.000043	1968.955308	2.1
33	38630.661973	11.945852	0.000043	2605.304347	2.2
34	38504.445597	12.945852	0.000042	675.786496	2.4
35	36685.228302	13.945852	0.000040	756.382595	2.4
36	36326.292402	14.920592	0.000039	1422.550358	2.4
37	40374.791470	15.873804	0.000038	411.555413	2.3
38	36557.228148	16.022151	0.000038	915.977849	2.3
39	41161.308037	15.921708	0.000038	737.079261	2.3
40	37872.835770	16.765591	0.000037	1369.580535	2.3
41	37189.239773	17.760719	0.000036	821.493669	2.2
42	36500.933493	18.760708	0.000035	1216.735258	2.1
43	36174.561001	19.760683	0.000035	1683.300121	2.5
44	37816.049866	20.760683	0.000034	367.453753	2.4
45	39892.435081	21.730250	0.000033	2071.527227	2.2
46	38488.213029	21.787762	0.000033	2207.293028	2.1
47	41885.283984	22.787762	0.000032	559.377634	2.3
48	35980.159174	23.710856	0.000032	333.356136	2.1
49	35232.036943	23.663939	0.000032	1631.974831	6.2
50	37268.911077	24.655758	0.000031	829.523083	4.1
51	37668.852064	24.554853	0.000031	531.216714	2.4
52	40095.514295	25.445690	0.000030	340.188888	2.5
53	38683.679361	25.396690	0.000030	1164.103690	2.8
54	39886.799963	25.553272	0.000030	1395.879260	2.8
55	41231.714831	26.553271	0.000030	2439.542747	2.8
56	37957.486774	26.452367	0.000030	1180.591902	2.9
57	35115.732103	27.452276	0.000029	1001.434332	4.6
58	39470.813589	28.450071	0.000029	1741.365030	4.3
59	36389.638286	29.450071	0.000028	992.228294	4.4
60	39049.152447	29.349166	0.000028	1133.364286	4.5
61	36514.407842	29.248265	0.000028	1398.613680	3.6
62	35121.186647	30.239201	0.000028	522.494492	3.4
63	36248.238454	31.238902	0.000027	1734.326081	6.6
64	39660.011017	32.237609	0.000027	1104.050366	3.1
65	38624.255124	33.237609	0.000026	900.059907	4.3
66	38334.962379	33.136718	0.000026	1730.470096	4.4
67	40862.013145	33.035813	0.000026	222.678034	3.2
68	36338.189247	33.857664	0.000026	1505.235002	3.3
69	40319.702299	33.786079	0.000026	621.272085	3.6
70	38939.501557	34.785576	0.000025	1363.019431	3.5
71	38998.544160	34.684672	0.000025	1134.776692	3.4
72	39056.872112	34.591219	0.000025	629.341902	2.8
73	40116.911453	34.490319	0.000025	1018.226099	3.1
74	40444.280115	34.423622	0.000025	1656.865474	5.0
75	35442.244040	35.423622	0.000025	1028.982282	4.7
76	38566.492436	36.423622	0.000025	908.296399	4.4
77	37078.246208	36.323094	0.000025	1253.181249	2.3
78	37684.464698	37.323085	0.000024	657.654994	2.3
79	40067.508785	38.319369	0.000024	626.578703	2.2
80	37653.920044	38.228930	0.000024	1196.344837	2.3
81	33812.070128	39.227948	0.000023	1063.134129	3.7
82	37167.560795	40.227948	0.000023	995.961560	2.3
83	40638.624470	40.127225	0.000023	701.571525	2.2
84	34590.067611	40.026361	0.000023	1883.341230	5.3
85	34777.510462	39.925458	0.000023	973.078923	3.0
86	38213.945269	39.824554	0.000023	1657.533586	3.0
87	37627.774001	40.824554	0.000023	1027.597447	3.0
