1.291380000000000052e+02,-1.672279999999999944e+01,-4.297299999999999898e+01,5.858870000000000289e+01,-1.144710000000000072e+01,-4.297299999999999898e+01,9.089610000000000412e+01,-1.672279999999999944e+01,-1.054729999999999990e+02,1.146320000000000050e+02,-9.468700000000000117e+00,-3.297299999999999898e+01,7.111599999999999966e+01,-8.809240000000000848e+00,-3.297299999999999898e+01,9.732989999999999498e+01,-4.243339999999999890e+01,-6.133010000000000161e+01
1.281247353839434311e+02,-1.938058627561688496e+01,-4.380826125311901365e+01,5.775723352964575952e+01,-1.210611241214760447e+01,-4.307788205358048828e+01,8.925321982593995074e+01,-1.828018566240555742e+01,-1.059088837324817973e+02,1.139346234196280960e+02,-1.172051758766897578e+01,-3.365887344172293894e+01,7.045716724656952579e+01,-9.827136250711470566e+00,-3.320825683724380184e+01,9.541186579638308274e+01,-4.417407219729011558e+01,-6.183392400318347626e+01
1.277692154718704955e+02,-3.678467274882139293e+01,-4.646461676636456417e+01,5.763639837006068234e+01,-2.768924896321228601e+01,-4.454160545483436806e+01,8.827312056525751416e+01,-3.170054672718127975e+01,-1.079699260114525288e+02,1.139021167227832620e+02,-2.924241682106266182e+01,-3.579391151257502202e+01,7.049924643411971203e+01,-2.622004566521319902e+01,-3.472936146991013828e+01,9.420440421184355273e+01,-5.981611685488028485e+01,-6.524570634733017016e+01
1.286251134699201373e+02,-5.126038272332772294e+01,-5.036442543950026618e+01,5.840737163984892533e+01,-4.352123219482309935e+01,-4.654198873464630282e+01,8.778664943569444290e+01,-4.338652011239788919e+01,-1.106878459204333467e+02,1.148599652511604603e+02,-4.458069404738823494e+01,-3.900887804987156926e+01,7.144468815255909533e+01,-4.238594138301342440e+01,-3.691748648311997982e+01,9.506109061010695882e+01,-7.377397256459292407e+01,-6.976463008546264177e+01
1.294888036070732369e+02,-7.217652009881958008e+01,-5.589308794856275853e+01,5.980770652036028423e+01,-6.128977219100846696e+01,-5.031992280083430558e+01,8.788506887336839668e+01,-6.036586273935579072e+01,-1.150397746229223230e+02,1.162841312617440082e+02,-6.524650922838048928e+01,-4.403317309228772558e+01,7.307214929573362383e+01,-6.109210657488088714e+01,-4.094404754395045387e+01,9.451524990944591309e+01,-9.242510992510713663e+01,-7.529974789266292134e+01
1.307475908471874675e+02,-9.001736164366695903e+01,-6.323131483379577844e+01,6.127240098123593270e+01,-7.936016049206610035e+01,-5.519024539719073630e+01,8.772748352506457081e+01,-7.418419208220163341e+01,-1.203913885150019212e+02,1.178716915151564564e+02,-8.386309983101938315e+01,-5.060664530375297687e+01,7.476765660982633221e+01,-7.982073970588088230e+01,-4.615932667446928406e+01,9.521791520803338926e+01,-1.088411438433158480e+02,-8.305757698924716692e+01
1.334155584808081301e+02,-1.079017986345870241e+02,-6.897678747766241258e+01,6.385955107976167255e+01,-9.718315873771032898e+01,-6.175810794698276140e+01,9.138037503391328187e+01,-9.032741045926147194e+01,-1.263603839879794748e+02,1.203607039707598432e+02,-1.020435840174442035e+02,-5.639513027239067355e+01,7.720579315717151303e+01,-9.794724019787051361e+01,-5.252850597273628352e+01,9.814081963545595499e+01,-1.260272946507810445e+02,-8.987971770141663796e+01
1.342630655072044306e+02,-1.223446251563380258e+02,-7.369100965206544629e+01,6.518013772927798755e+01,-1.093465437888094698e+02,-6.571381018277151043e+01,9.196999817504701014e+01,-1.045101489458199211e+02,-1.308042378005781359e+02,1.215761844534108036e+02,-1.158591748833124200e+02,-6.104079278858818469e+01,7.862748850970228887e+01,-1.103579539347192053e+02,-5.665636257461102332e+01,9.815170814294259571e+01,-1.397406946354767001e+02,-9.376885650793006732e+01
1.352124316645654005e+02,-1.421564130142611475e+02,-8.413829712377125247e+01,6.577091983939136810e+01,-1.305909527986604246e+02,-7.712735521732447808e+01,9.450167811766908699e+01,-1.191273319562374837e+02,-1.405385532125235670e+02,1.220669052847295575e+02,-1.370584165784468098e+02,-7.132223020183830897e+01,7.894274851041451768e+01,-1.323783995149353814e+02,-6.778928719619237597e+01,9.994138809595534667e+01,-1.577886207069197440e+02,-1.069716251031701262e+02
1.383053412595877489e+02,-1.571464611452552163e+02,-9.363706274347502756e+01,6.879874396862885533e+01,-1.462912603459062382e+02,-8.615145724904232338e+01,9.764374924714111614e+01,-1.309980132736536405e+02,-1.486969076808653938e+02,1.251060486949644712e+02,-1.528646935082371101e+02,-8.057983698506581050e+01,8.195395364464566512e+01,-1.485730387568183630e+02,-7.689805266839583453e+01,1.031579579868941750e+02,-1.715472738154574870e+02,-1.174499025972203157e+02
