1.258409999999999940e+02,-9.468700000000000117e+00,-2.972999999999999865e+00,5.067660000000000053e+01,-1.144710000000000072e+01,-2.972999999999999865e+00,9.221479999999999677e+01,-3.123110000000000142e+01,4.202700000000000102e+01,1.166099999999999994e+02,1.229369999999999941e+01,-7.972999999999999865e+00,7.111599999999999966e+01,1.493159999999999954e+01,-7.972999999999999865e+00,9.089610000000000412e+01,-4.178260000000000218e+01,-7.972999999999999865e+00,8.957739999999999725e+01,-4.244200000000000017e+01,9.526999999999999247e+00,1.139729999999999990e+02,-1.210660000000000025e+01,-2.547299999999999898e+01,6.847870000000000346e+01,-1.210660000000000025e+01,-2.797299999999999898e+01,1.098569999999999993e+02,-4.893180000000000263e+01,-1.047300000000000075e+01,7.491249999999999432e+01,-4.497500000000000142e+01,-1.047300000000000075e+01
1.253424316174603774e+02,-1.051962620752598454e+01,-3.011863677332475397e+00,5.019075816752886254e+01,-1.288959458551333981e+01,-3.470471878522296993e+00,9.155381106065665620e+01,-3.239070140362118622e+01,4.181344804311281393e+01,1.160292938638278031e+02,1.118700758924726379e+01,-8.101159223343229243e+00,7.052305009291261229e+01,1.358785073655744924e+01,-8.384500808812290984e+00,9.059746452524716176e+01,-4.302246629478921847e+01,-8.177792174980771378e+00,8.917463437610817323e+01,-4.366298466456546379e+01,9.314751054483616954e+00,1.136268812914511841e+02,-1.325241554580580505e+01,-2.558033024910757547e+01,6.814942831872475892e+01,-1.349311276921848624e+01,-2.835965902600630528e+01,1.096103025583920640e+02,-5.007645501717525605e+01,-1.055055901558035814e+01,7.464635743498689635e+01,-4.630176958628373995e+01,-1.077109879731494679e+01
1.248008100238201905e+02,-2.583719903508541904e+01,-4.024818602847131999e+00,4.993269448856356973e+01,-3.273720903360507606e+01,-4.894434690437861946e+00,9.200453937198069809e+01,-4.823516807404429585e+01,4.127483917136936498e+01,1.142474309801567642e+02,-4.906689043056942978e+00,-9.885992290289093987e+00,6.868312925389029999e+01,-5.258054150668041160e+00,-1.054440186563319770e+01,9.211049808967412389e+01,-6.052171952685456802e+01,-8.344739102610265746e+00,9.058042101512279487e+01,-6.067873004035078566e+01,9.149774034215926832e+00,1.134616824752226734e+02,-3.000064311020024732e+01,-2.656695382291952612e+01,6.810552194279168248e+01,-3.306662959201361218e+01,-2.963285681220123280e+01,1.115312076413210036e+02,-6.649249901657417183e+01,-1.036033386488646713e+01,7.640705145071763127e+01,-6.483703120800046804e+01,-1.093254424829111571e+01
1.259071145740638968e+02,-4.106330154133564747e+01,-7.029935275990901289e+00,5.121566142091129592e+01,-4.960811192458165664e+01,-8.361901981573481635e+00,9.296582869567686203e+01,-6.116158096047948334e+01,3.923294648972272114e+01,1.150057849221876154e+02,-2.078985457194563935e+01,-1.437580313217063832e+01,6.947154169063750828e+01,-2.215969915746457986e+01,-1.556692510390875128e+01,9.399952328481930408e+01,-7.664807414640688421e+01,-9.472013486018992623e+00,9.223521520323627954e+01,-7.569830049537654304e+01,7.975305077447123026e+00,1.149637254937182149e+02,-4.692783960870949045e+01,-2.938854366521078632e+01,6.972618582923018948e+01,-5.115822951931547635e+01,-3.280177363081761399e+01,1.135646480061639068e+02,-8.231987707925603104e+01,-1.085524722590323954e+01,7.842488701752806435e+01,-8.145826703755960807e+01,-1.196392765217327359e+01
1.280401175313986641e+02,-6.129103463577767030e+01,-1.101848538430595603e+01,5.342390711190601849e+01,-7.053419038783694361e+01,-1.178419309431740025e+01,9.548877045694005972e+01,-8.050619927627305117e+01,3.589111525007157155e+01,1.169230078636336430e+02,-4.130817921802681525e+01,-1.882289290494139777e+01,7.139817800474656906e+01,-4.311473009162548919e+01,-1.976565091762696369e+01,9.644549723503089922e+01,-9.721002295583747355e+01,-1.241147339995947263e+01,9.475046739560144715e+01,-9.583497831431625968e+01,5.014366726911528183e+00,1.170507055987105076e+02,-6.781692502404499123e+01,-3.317031421228338672e+01,7.183856024036828103e+01,-7.253655418843375458e+01,-3.626358838971787435e+01,1.160548184776377809e+02,-1.027398692411334338e+02,-1.374267958806287737e+01,8.090410226016882689e+01,-1.022207588295891867e+02,-1.470809155690889725e+01
1.295439370538092305e+02,-7.964094593063349237e+01,-1.720291396987217780e+01,5.499409229211026684e+01,-8.941209079916760061e+01,-1.787109649336838046e+01,9.674963988889221866e+01,-9.578399124826279376e+01,3.068507556333002739e+01,1.183648883202814091e+02,-6.031993393419240590e+01,-2.645173982004306268e+01,7.286066941197627500e+01,-6.249075107731293599e+01,-2.759898298789383375e+01,9.818238071183965587e+01,-1.157801073583094364e+02,-1.633806465707415612e+01,9.634427312021421130e+01,-1.132150902414974354e+02,9.380988557567633279e-01,1.187664120765921183e+02,-8.775561636527685039e+01,-3.892974115454381234e+01,7.360939037711926858e+01,-9.297905234406111674e+01,-4.201850147203041530e+01,1.178350224009710416e+02,-1.212579130925955440e+02,-1.714062831563184730e+01,8.269029304552186943e+01,-1.210410984856912933e+02,-1.839575239255159289e+01
1.334417511214717251e+02,-9.903136733902300648e+01,-2.414334804814939162e+01,5.907167613781805215e+01,-1.100504102654816165e+02,-2.301474987758955848e+01,1.016720183626360239e+02,-1.128442937668029629e+02,2.514367381494252385e+01,1.217876891115728029e+02,-8.047927383959260794e+01,-3.433236567586123300e+01,7.631586821409140953e+01,-8.346281593920775776e+01,-3.460537339956118075e+01,1.027305288566382302e+02,-1.355668663554591831e+02,-2.063445821801987279e+01,1.011134370503044977e+02,-1.320126832034069366e+02,-3.512058436985777021e+00,1.224748338263526932e+02,-1.085961644074336050e+02,-4.517426154452759590e+01,7.737341887143345787e+01,-1.147359371283557152e+02,-4.721065357201356960e+01,1.224608489191940919e+02,-1.407584706662217968e+02,-2.143352289598749749e+01,8.730254268941699536e+01,-1.411948246944974414e+02,-2.212449663298794889e+01
1.354668333779209775e+02,-1.127810999035434492e+02,-2.847107710078610765e+01,6.092240864884816176e+01,-1.226142711653221795e+02,-2.866749163213984986e+01,1.025743243482892382e+02,-1.258157372871456232e+02,2.028858305198358991e+01,1.243005303805762480e+02,-9.410346751411231025e+01,-3.897217896948365734e+01,7.879976700661538302e+01,-9.636780128021406711e+01,-4.007484727523627299e+01,1.041174403737004752e+02,-1.488055274828778067e+02,-2.534212438969800374e+01,1.022406333711828381e+02,-1.451313563921520426e+02,-8.271628195346306001e+00,1.247399000735181573e+02,-1.222873567481901773e+02,-4.965177404627166879e+01,7.959175156328859657e+01,-1.277231147764301085e+02,-5.249405363256858692e+01,1.237739038217664529e+02,-1.543133682873970258e+02,-2.574699947774264075e+01,8.863191679724067740e+01,-1.541965608233552416e+02,-2.708918071528382399e+01
1.355424880160707062e+02,-1.358799713890979604e+02,-4.049125556647108226e+01,6.110212279987781159e+01,-1.460625521816570824e+02,-3.756753040790677289e+01,1.041084644860100070e+02,-1.439519994821657178e+02,1.026372357229238474e+01,1.239422436834160663e+02,-1.184506154423325484e+02,-5.255215509609438129e+01,7.844799409671425394e+01,-1.210504603740151310e+02,-5.213190126317125106e+01,1.045809736587904837e+02,-1.715453745412916362e+02,-3.276481939476666838e+01,1.031447361809595975e+02,-1.661289908037467740e+02,-1.612078781690267704e+01,1.243139507850701051e+02,-1.475880912299350314e+02,-6.026239164547854443e+01,7.914979140896811316e+01,-1.535209349182298979e+02,-6.125305107753212042e+01,1.242624317806789804e+02,-1.769646209592879984e+02,-3.315051863949406652e+01,8.909702316516829512e+01,-1.771679554489790291e+02,-3.350694321702722789e+01
1.371177221254203289e+02,-1.514282229521350871e+02,-4.907488560184349780e+01,6.283955501327011461e+01,-1.626639668105016483e+02,-4.589478429391918723e+01,1.056903597405935500e+02,-1.580218352675926496e+02,1.897347529207587868e+00,1.252746654675781741e+02,-1.346648989801417429e+02,-6.182425394577073519e+01,7.982597336935738497e+01,-1.379645410493593829e+02,-6.138687403519693220e+01,1.067014352392431533e+02,-1.872517135753352306e+02,-4.002716871595131209e+01,1.051396063277098420e+02,-1.812174923828751787e+02,-2.360850119688737436e+01,1.261228488339501723e+02,-1.640698791359660049e+02,-6.839739140839782294e+01,8.106000745138047137e+01,-1.707490851609810250e+02,-6.923992680514194831e+01,1.264664712612719057e+02,-1.923703862668281204e+02,-4.016620243585426664e+01,9.130957136053034162e+01,-1.931426335195873207e+02,-4.057896149371161698e+01
