X,Y,Z,Time
2.559244460521221,-0.35212019614344814,-1.9291937933043009,0
2.4708492583588204,-0.5841273502686579,-7.160456866112299,1
4.480613132558733,-3.021245076921921,-14.872068308050997,2
5.474485704299397,-5.371634301855422,-25.06328967898428,3
6.539790039752846,-8.989385349428751,-36.47659114149219,4
6.981293570393625,-14.976628607816195,-45.84807452188996,5
6.885168936213783,-18.989948139857983,-58.52392462703671,6
5.137657448685945,-22.396695281734207,-72.98984126991667,7
