F/E-axis,ADD/ABD-axis,INT/EXT-axis,Motion %
-0.1627057139672759,-0.028837043784278968,0.04895273024985481,1
-0.3254114279345518,-0.057674087568557936,0.09790546049970962,2
-0.4881171419018277,-0.08651113135283692,0.14685819074956444,3
-0.6215503862994982,-0.10970301705167684,0.1989924008271415,4
-0.7424382865959092,-0.1304755492853286,0.2524901022594567,5
-0.8633261868923203,-0.1512480815189804,0.30598780369177186,6
-0.9683316532570236,-0.16911940813609108,0.3607332650019269,7
-1.0495134687241658,-0.18263892632839007,0.4173503661288416,8
-1.1306952841913078,-0.1961584445206892,0.47396746725575634,9
-1.208111491234956,-0.20903020909531556,0.5307621282079933,10
-1.25163722246716,-0.2160721911108876,0.5891548275881308,11
-1.2951629536993643,-0.22311417312645965,0.6475475269682681,12
-1.3386886849315685,-0.2301561551420317,0.7059402263484056,13
-1.3536801666534752,-0.23260767479220157,0.764743779215209,14
-1.3615380859978075,-0.23391157885102085,0.8236500454536787,15
-1.36939600534214,-0.23521548290984007,0.8825563116921487,16
-1.3603832907924367,-0.23400206727794495,0.9411292306855816,17
-1.3344999423486985,-0.2302713319553354,0.9993688024339776,18
-1.3086165939049603,-0.22654059663272583,1.0576083741823734,19
-1.276357955074115,-0.22193641721996507,1.1154949087723705,20
-1.2185981546948423,-0.2138384614465996,1.1719692947287716,21
-1.1608383543155691,-0.20574050567323413,1.228443680685173,22
-1.1030785539362966,-0.19764254989986868,1.2849180666415745,23
-1.0182527256597869,-0.1861823550782432,1.338888736255288,24
-0.9304195609502509,-0.17434857814014443,1.3925812151642585,25
-0.8425863962407147,-0.16251480120204564,1.446273694073229,26
-0.7377540285478243,-0.14879675934992956,1.4977360580283707,27
-0.6215888588660313,-0.13382254088846857,1.54771167868096,28
-0.5054236891842385,-0.1188483224270076,1.5976872993335496,29
-0.3812628073439907,-0.10309977950755454,1.6462919081604848,30
-0.23844526380068187,-0.08554447951945324,1.6916974893942267,31
-0.09562772025737305,-0.06798917953135193,1.737103070627969,32
0.047189823285935795,-0.05043387954325063,1.7825086518617113,33
0.2150418378272833,-0.030820838380578287,1.8225727825606253,34
0.3828938523686309,-0.011207797217905949,1.86263691325954,35
0.5507458669099784,0.00840524394476639,1.9027010439584535,36
0.7350326889186054,0.02911757943444443,1.9385434105343409,37
