F/E-axis,ADD/ABD-axis,INT/EXT-axis,Motion %
-0.21599884623979815,-0.029319309134855125,0.32101850479976585,1
-0.4319976924795964,-0.05863861826971025,0.6420370095995317,2
-0.6479965387193946,-0.08795792740456537,0.9630555143992977,3
-0.8746771281480715,-0.1047700610678027,1.2673069359953115,4
-1.1059356075148394,-0.11622197667177524,1.5643724647897173,5
-1.3371940868816075,-0.12767389227574777,1.8614379935841228,6
-1.5737141022194459,-0.13269223563997307,2.149495065142075,7
-1.8181264215138904,-0.12806022064457745,2.424039450845345,8
-2.062538740808335,-0.12342820564918186,2.6985838365486168,9
-2.3080670778117565,-0.11735908911696624,2.97101433541002,10
-2.5636395741959697,-0.09835605875337022,3.2244198526946177,11
-2.819212070580183,-0.0793530283897742,3.477825369979215,12
-3.074784566964396,-0.0603499980261782,3.7312308872638127,13
-3.3377799790392046,-0.031164049392678885,3.9687914829580286,14
-3.602631120036662,0.0005676288082962569,4.202390848254649,15
-3.86748226103412,0.0322993070092714,4.4359902135512685,16
-4.136088023280628,0.0696093992136986,4.660328081948369,17
-4.408448406776189,0.11249790542157788,4.875404453445944,18
-4.680808790271748,0.15538641162945716,5.090480824943522,19
-4.954339567916177,0.2002060290126917,5.302099317670724,20
-5.232551922156088,0.2527500910973473,5.499886295316425,21
-5.510764276395997,0.30529415318200287,5.697673272962126,22
-5.788976630635905,0.35783821526665854,5.895460250607826,23
-6.071065131292592,0.4177846256536093,6.078752411321704,24
-6.353584314884476,0.4785535191852596,6.260434036820936,25
-6.63610349847636,0.5393224127169097,6.442115662320166,26
-6.9203469730608385,0.6042100990790957,6.614814766609699,27
-7.205739974973714,0.6718436473283056,6.781525523426099,28
-7.491132976886589,0.7394771955775153,6.9482362802425,29
-7.776991860094879,0.8087832515332664,7.110781254020614,30
-8.063937799659138,0.8819918254709473,7.26360606737606,31
-8.350883739223395,0.955200399408628,7.416430880731504,32
-8.637829678787657,1.0284089733463089,7.569255694086951,33
-8.925119805695084,1.1059734916437192,7.709229930961554,34
-9.212409932602512,1.1835380099411292,7.849204167836159,35
-9.499700059509939,1.2611025282385395,7.989178404710762,36
-9.786463483594801,1.3409122340478832,8.120847304165618,37
-10.073001177898565,1.4216841630766268,8.248956773297728,38
-10.359538872202325,1.5024560921053705,8.377066242429837,39
-10.645381797630444,1.5840797910554285,8.500804304663582,40
-10.93018256974509,1.6669811448874579,8.617985256549781,41
-11.214983341859735,1.7498824987194868,8.735166208435983,42
-11.499523185833064,1.8328960512090744,8.851342977823073,43
-11.78171467653453,1.916919391616687,8.958482104718179,44
-12.063906167235997,2.000942732024299,9.065621231613289,45
-12.34609765793746,2.084966072431912,9.172760358508398,46
-12.625593540418233,2.169137489678105,9.272535732621076,47
-12.904415520843836,2.253345926133944,9.370470168538152,48
-13.18323750126944,2.337554362589783,9.468404604455223,49
-13.460050677306464,2.4214221756562315,9.562130482768925,50
-13.734855048954904,2.504949365333289,9.651647803479255,51
-14.009659420603349,2.588476555010347,9.741165124189584,52
-14.28355307686838,2.6717083363063163,9.829146625364473,53
-14.55380387159975,2.753758484077929,9.910984848397582,54
-14.82405466633112,2.835808631849541,9.992823071430692,55
-15.094305461062492,2.9178587796211546,10.074661294463803,56
-15.360076582567828,2.997926866994185,10.15020794294641,57
-15.6253499626036,3.0777747254340384,10.22505552759007,58
-15.89062334263937,3.157622583873892,10.29990311223373,59
-16.152723249407497,3.235756248879108,10.370939654471316,60
-16.412707507330527,3.312747118261232,10.439435501771523,61
-16.672691765253553,3.3897379876433558,10.507931349071727,62
-16.93102941342603,3.465696514700473,10.574698478010166,63
-17.18552497218056,3.5392462429992446,10.63743193077115,64
-17.440020530935087,3.612795971298016,10.700165383532134,65
-17.69451608968961,3.6863456995967874,10.762898836293118,66
-17.943435502581256,3.7559406824869295,10.820409679077354,67
-18.192354915472905,3.825535665377073,10.877920521861588,68
-18.441274328364557,3.895130648267216,10.935431364645824,69
-18.68630771771909,3.961647169733868,10.989629538870831,70
-18.929675668414877,4.026844350590451,11.042407997999023,71
-19.17304361911065,4.092041531447037,11.095186457127214,72
-19.414245710539447,4.155330587920365,11.146248230024566,73
-19.652199013067747,4.215757457818809,11.194734973575656,74
-19.890152315596048,4.276184327717251,11.243221717126747,75
-20.127589047746586,4.336103970397458,11.291318400103847,76
-20.3603766464972,4.391458568113523,11.33590453791502,77
-20.5931642452478,4.446813165829589,11.380490675726188,78
-20.825951843998407,4.5021677635456525,11.42507681353736,79
-21.05489573953326,4.553279412694676,11.466815708016288,80
-21.282878709264175,4.603330324701936,11.507842791662153,81
-21.510861678995088,4.653381236709196,11.548869875308016,82
-21.718301959107016,4.697383367651776,11.594792181376569,83
-21.905199549599963,4.735336717529674,11.645609709867808,84
-22.09209714009291,4.773290067407574,11.696427238359044,85
-22.27842089062272,4.809561133114921,11.74676276332,86
-22.462449281300007,4.839103062140064,11.795170274159837,87
-22.6464776719773,4.868644991165208,11.843577784999672,88
-22.83050606265459,4.89818692019035,11.891985295839504,89
-23.017534896725593,4.921903734606993,11.937906765990936,90
-23.204897113395894,4.9449733140671395,11.983552009399208,91
-23.392259330066207,4.968042893527285,12.029197252807483,92
-23.584623019811595,4.98842505026419,12.072458746098324,93
-23.780321024940367,5.0070155918522685,12.114131072644215,94
-23.976019030069143,5.0256061334403475,12.155803399190102,95
-24.175400807594617,5.043487712457253,12.1956419983342,96
-24.383378054045718,5.059715045474755,12.231201900207463,97
-24.591355300496808,5.0759423784922575,12.266761802080723,98
-24.79933254694791,5.09216971150976,12.302321703953982,99
