1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	26652.808572	0.000000	0.000079	2428.834270	243.5
1	23960.631449	0.000000	0.000079	1310.693614	2.1
2	24698.529829	0.000000	0.000079	933.941784	5.2
3	23113.114731	0.397756	0.000077	1455.978333	2.6
4	25539.440353	1.397723	0.000074	1033.032038	2.5
5	26050.925479	2.397723	0.000071	1518.011842	3.5
6	23743.861734	2.271853	0.000071	1584.551044	2.9
7	23988.347748	3.271853	0.000068	1095.420365	2.9
8	24822.491264	3.148092	0.000069	1756.471802	2.8
9	25584.396186	4.148092	0.000066	1915.855995	2.6
10	25565.331824	5.148092	0.000063	3631.129582	2.6
11	25091.473417	5.022201	0.000064	2486.812101	5.1
12	23464.470063	6.022201	0.000061	981.696156	5.1
13	23789.573156	5.896310	0.000062	1020.501157	2.4
14	25680.511549	5.770418	0.000062	1184.890413	2.5
15	25036.638417	6.770136	0.000060	1387.922671	2.8
16	23737.867237	7.770132	0.000058	1535.257154	4.2
17	26588.981416	8.770132	0.000056	1112.792963	4.8
18	24082.090509	9.770132	0.000054	788.585109	4.7
19	24450.754159	9.668705	0.000054	989.725088	3.1
20	23978.492285	10.629102	0.000052	624.403789	2.5
21	25699.482734	10.503462	0.000053	1330.422244	2.5
22	24511.564181	10.377573	0.000053	1009.002910	4.5
23	25593.285182	10.254538	0.000053	1554.977507	4.6
24	25660.791148	10.128647	0.000053	1717.370062	4.6
25	24157.351892	11.128647	0.000052	1159.939067	3.3
26	23095.948366	11.002756	0.000052	1102.303018	3.3
27	24056.797661	12.002754	0.000050	831.082911	4.9
28	23733.082086	11.876863	0.000050	1139.890711	2.5
29	27206.328268	12.812411	0.000049	500.787308	2.7
30	27663.368613	12.686525	0.000049	1993.957064	2.4
31	28627.245446	13.686521	0.000048	598.101593	3.5
32	23685.568370	14.686521	0.000046	1083.130235	2.4
33	24706.031948	14.563077	0.000047	767.299323	2.8
34	24867.688119	15.454639	0.000045	518.691519	2.3
35	23959.791307	16.244775	0.000044	651.943062	6.1
36	25557.201696	16.641090	0.000044	1130.729187	2.8
37	23568.301589	16.515419	0.000044	2428.341175	4.2
38	26842.960485	17.515419	0.000043	1214.831428	2.6
39	24596.509283	17.389528	0.000043	1758.579118	4.0
40	23820.303280	17.338504	0.000043	1271.725273	3.8
41	24944.041073	18.338504	0.000042	1414.417067	2.6
42	25802.756872	18.212616	0.000042	1912.362989	2.5
43	23624.568876	18.090507	0.000042	1641.057919	2.9
44	25704.290252	17.964615	0.000043	528.133140	3.4
45	24320.197950	18.610480	0.000042	1587.789477	5.1
46	23405.272572	19.610460	0.000041	2736.330046	4.0
47	25051.942301	20.610460	0.000040	904.863349	3.9
48	25124.602897	21.610460	0.000039	1375.475231	3.9
