1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	7672.653401	0.000000	0.000025	1000.062559	223.2
1	7296.870712	0.000000	0.000025	372.722385	3.1
2	8516.830987	0.968681	0.000024	1437.857705	3.2
3	7477.225360	1.966510	0.000023	1899.888535	3.3
4	7613.465317	2.966510	0.000022	538.730695	3.3
5	8120.941695	3.965307	0.000021	758.638471	3.1
6	7821.828865	4.249263	0.000021	383.730746	3.3
7	7945.543309	4.246035	0.000021	352.973826	3.4
8	7562.056159	4.257192	0.000021	1424.510418	4.9
9	7564.683118	4.377112	0.000020	580.296022	4.5
10	7407.544075	5.376821	0.000020	1334.016314	4.3
11	7779.764693	5.359426	0.000020	765.885683	4.2
12	6895.944854	6.359426	0.000019	618.000850	4.2
13	7315.861012	7.312184	0.000018	1466.227234	3.4
14	7522.131413	8.312130	0.000018	1669.011472	3.4
15	7733.876627	9.312130	0.000017	616.597823	3.4
16	7358.906428	10.307967	0.000017	691.906948	3.3
17	8016.177100	10.291290	0.000017	326.952893	3.3
18	7556.942516	10.278062	0.000017	598.100963	3.2
19	7659.843715	10.262234	0.000017	427.010195	3.2
20	7167.679165	10.245028	0.000017	933.063852	3.3
21	7423.021238	10.227670	0.000017	564.357171	3.1
22	7212.658425	11.127356	0.000016	1298.614222	3.1
23	7627.015185	12.126548	0.000016	920.689887	3.1
24	7552.838958	13.126547	0.000015	373.316638	3.0
25	7052.827452	13.154501	0.000015	237.877108	2.9
26	7636.482035	13.141942	0.000015	593.403243	3.0
27	7262.368711	13.138247	0.000015	295.224591	3.0
28	8425.360838	13.122050	0.000015	412.503413	3.3
29	7243.175117	13.157539	0.000015	1647.232141	3.2
30	7288.352130	13.163136	0.000015	1780.389512	3.3
31	7110.393560	14.163136	0.000015	942.859304	3.5
32	6970.773083	14.145742	0.000015	1905.184396	4.9
33	7511.051080	15.145742	0.000014	1282.096810	4.8
34	7715.727086	16.145742	0.000014	1304.545596	4.8
35	7304.412921	16.128348	0.000014	766.237484	4.7
36	7736.677782	17.120141	0.000014	1047.922885	4.6
37	8031.306110	17.102747	0.000014	371.359478	4.7
38	8082.220288	18.037176	0.000013	854.568697	5.2
39	7896.483873	18.490592	0.000013	704.614559	6.1
40	7160.929945	18.729954	0.000013	670.346305	5.2
41	7831.558719	19.268452	0.000013	2235.749356	4.6
42	7717.190847	20.268452	0.000013	1680.849552	4.0
43	7790.508616	21.268452	0.000012	1002.163128	4.6
44	7147.306340	21.251058	0.000012	239.222111	5.3
45	7120.903903	21.256114	0.000012	657.993545	6.0
46	6827.228774	21.248110	0.000012	682.086605	5.1
47	6811.252565	21.331166	0.000012	532.347886	5.0
48	7263.215054	21.317643	0.000012	646.943795	5.0
49	7142.414498	21.300504	0.000012	567.804922	4.4
50	7487.809682	22.266744	0.000012	1526.718473	4.0
51	7579.221183	23.156410	0.000012	860.506291	3.2
52	7956.299577	24.156410	0.000011	1112.306139	2.8
53	7291.888540	24.139016	0.000011	257.224810	3.7
54	7773.398184	24.123051	0.000011	1480.307344	3.8
55	7236.262119	24.257923	0.000011	494.095629	5.1
56	7431.049842	25.257858	0.000011	250.517592	4.9
57	7403.192690	25.242307	0.000011	1062.162987	3.9
58	8236.483280	25.446891	0.000011	404.271356	3.5
59	7342.985657	25.887957	0.000011	1944.262807	3.6
60	7154.089210	25.870564	0.000011	1641.577407	5.1
61	7482.868429	26.870564	0.000011	1636.507967	4.9
62	7414.477477	27.870564	0.000011	627.142290	5.0
63	7895.686243	28.870559	0.000010	419.706329	4.9
64	6880.313459	29.186385	0.000010	480.353752	5.1
65	7770.642202	29.182407	0.000010	528.382809	5.1
66	7241.654457	29.223408	0.000010	479.268147	3.9
67	7907.712588	29.817013	0.000010	629.710068	3.9
68	7393.353159	30.134924	0.000010	1189.173727	3.8
69	8264.168281	30.750039	0.000010	760.691695	5.4
70	7521.152956	31.750001	0.000010	734.050071	5.2
71	7162.581934	32.512379	0.000010	512.487644	5.3
72	7210.223789	32.674711	0.000010	1047.925062	5.1
73	7283.330562	32.657318	0.000010	461.992147	5.1
74	7965.294925	32.708634	0.000010	393.389823	4.2
75	7466.138332	32.691962	0.000010	1614.098072	4.2
76	7803.002395	33.691550	0.000009	1573.167001	4.0
77	6813.839002	34.691550	0.000009	586.346222	3.5
78	6933.468324	34.676126	0.000009	234.210944	3.4
79	7582.762742	34.677750	0.000009	699.758431	5.1
80	7631.339146	34.667385	0.000009	858.358298	4.4
81	7775.717518	34.650021	0.000009	813.072853	4.2
82	8099.936651	34.641758	0.000009	800.747105	4.3
83	6901.176005	35.639931	0.000009	507.800518	4.4
84	7487.633712	35.637873	0.000009	1507.977084	3.5
85	7573.223457	35.621366	0.000009	1607.412654	3.5
86	8022.647196	36.621366	0.000009	381.542098	3.6
87	7262.172958	36.604280	0.000009	792.128578	3.2
88	8032.491490	36.648154	0.000009	961.148157	3.2
89	7364.996311	37.648151	0.000009	369.573259	3.4
90	8201.616081	37.643092	0.000009	917.074923	4.2
91	7172.223935	37.686735	0.000009	205.267135	4.0
92	7860.452602	37.709020	0.000009	954.511814	3.8
93	7755.984562	37.717646	0.000009	557.470268	2.7
94	7316.627687	38.418386	0.000009	1431.063407	2.6
95	7153.728559	39.418376	0.000009	884.223709	2.7
