1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	367196.662292	0.000000	0.000049	36090.545402	282.6
1	312669.384127	0.000000	0.000049	32839.980793	2.1
2	262480.316971	0.000000	0.000049	32252.903442	1.7
3	214228.371427	0.000000	0.000049	30450.495721	4.1
4	183431.724226	0.000000	0.000049	28444.593432	3.9
5	145575.006275	0.000000	0.000049	26191.634746	2.4
6	107551.614795	0.000000	0.000049	22410.469193	3.5
7	85457.539341	0.000000	0.000049	20329.009499	4.3
8	66813.843348	0.000000	0.000049	18737.861724	4.4
9	50940.450910	0.000000	0.000049	16261.440628	3.0
10	37862.937081	0.000000	0.000049	13750.771199	2.2
11	29578.209179	0.000000	0.000049	12023.524134	5.1
12	23839.824146	0.000000	0.000049	10477.537652	2.6
13	18088.188631	0.000000	0.000049	8333.489154	4.3
14	15451.246787	0.000000	0.000049	7472.039470	3.2
15	12465.841266	0.000000	0.000049	6091.195782	4.9
16	11003.252034	0.000000	0.000049	4924.561060	5.5
17	10020.352517	0.000000	0.000049	4513.855481	5.4
18	9351.189836	0.000000	0.000049	3752.501888	4.6
19	8785.555205	0.000000	0.000049	3139.221874	4.6
20	8106.738575	0.000000	0.000049	2903.309685	4.2
21	7997.998702	0.000000	0.000049	2494.884519	5.0
22	7776.027321	0.000000	0.000049	2094.196365	6.3
23	7099.799035	0.000000	0.000049	1905.520792	3.3
24	7178.834360	0.000000	0.000049	1569.488948	3.4
25	7304.039776	0.000000	0.000049	1424.793121	3.9
26	6799.583338	0.000000	0.000049	1287.696461	5.3
27	6663.911155	0.000000	0.000049	1027.962751	5.2
28	6796.078596	0.000000	0.000049	1032.276182	5.0
29	7109.846206	0.000000	0.000049	1152.891023	3.3
30	6869.797027	0.000000	0.000049	850.589218	4.4
31	6905.638928	0.000000	0.000049	741.395157	6.0
32	6755.988112	0.000000	0.000049	730.052939	5.0
33	6433.357195	0.000000	0.000049	646.969102	2.8
34	6408.295978	0.000000	0.000049	614.962209	3.1
35	6622.547686	0.000000	0.000049	460.288751	5.1
36	6357.478503	0.000000	0.000049	419.057245	5.4
37	6520.072461	0.000000	0.000049	564.893046	5.3
38	6532.786305	0.000000	0.000049	463.267951	6.8
39	6721.732344	0.000000	0.000049	616.996538	4.3
40	6374.662042	0.000000	0.000049	454.724158	4.3
41	6465.898350	0.000000	0.000049	396.738045	5.5
42	6384.664315	0.000000	0.000049	413.715767	4.1
43	6273.527846	0.000000	0.000049	355.285972	5.2
44	6597.968576	0.000000	0.000049	400.591732	4.6
45	6679.891495	0.000000	0.000049	346.204333	4.7
46	6779.961919	0.000000	0.000049	424.249617	5.0
47	6533.807823	0.000000	0.000049	377.861032	3.6
48	6375.797827	0.000000	0.000049	349.476203	3.6
49	6436.423539	0.000000	0.000049	355.771564	3.5
50	6299.642577	0.000000	0.000049	414.114481	5.4
51	6517.900181	0.000000	0.000049	376.591428	4.2
52	6233.802989	0.000000	0.000049	339.505174	4.2
53	6543.202149	0.000000	0.000049	365.461028	4.8
54	7049.687893	0.000000	0.000049	430.328478	5.1
55	6475.830200	0.000000	0.000049	356.128847	4.5
56	6187.091314	0.000000	0.000049	449.805139	4.4
57	6107.260616	0.000000	0.000049	348.050615	4.1
58	6292.016427	0.000000	0.000049	484.432621	5.9
59	6397.238711	0.000000	0.000049	348.483213	5.1
60	6292.905237	0.000000	0.000049	326.223731	5.7
61	6188.803523	0.000000	0.000049	372.027370	5.8
62	6383.547872	0.000000	0.000049	393.052414	5.8
63	6291.020779	0.000000	0.000049	332.831930	5.4
64	6491.248654	0.000000	0.000049	365.298005	5.8
65	6322.484908	0.000000	0.000049	376.953525	4.6
66	6480.826048	0.000000	0.000049	366.606977	6.1
67	6273.000532	0.000000	0.000049	329.444419	4.4
68	6162.240539	0.000000	0.000049	408.266700	3.6
69	6241.051805	0.000000	0.000049	402.163436	3.7
70	6367.976043	0.000000	0.000049	366.085970	4.8
71	6697.520982	0.000000	0.000049	386.547521	5.6
72	6309.384406	0.000000	0.000049	342.818745	6.6
73	6118.034813	0.000000	0.000049	366.241698	4.6
74	6507.448293	0.000000	0.000049	364.612579	4.1
75	6455.424436	0.000000	0.000049	366.159536	6.4
76	6586.499337	0.000000	0.000049	371.265638	5.7
77	6492.508128	0.000000	0.000049	366.132057	4.7
78	6230.498551	0.000000	0.000049	358.159827	4.4
79	6279.201128	0.000000	0.000049	344.810999	5.7
80	6343.379060	0.000000	0.000049	324.554394	5.6
81	6667.013669	0.000000	0.000049	445.977203	6.7
82	6117.642553	0.000000	0.000049	359.291519	5.5
83	6312.096041	0.000000	0.000049	345.333185	5.6
84	6285.241517	0.000000	0.000049	367.949577	5.2
85	6414.957852	0.000000	0.000049	347.028807	5.9
86	6459.368637	0.000000	0.000049	365.436154	6.0
87	6110.677383	0.000000	0.000049	339.738380	5.6
88	6440.969838	0.000000	0.000049	346.393680	3.8
89	6167.068180	0.000000	0.000049	421.999083	4.3
90	5987.167659	0.000000	0.000049	524.277931	6.2
91	6088.897254	0.000000	0.000049	321.823969	5.6
92	6218.986839	0.000000	0.000049	390.949304	6.4
93	6215.181437	0.000000	0.000049	341.085551	6.3
94	6245.656487	0.000000	0.000049	495.054347	5.7
95	6162.193991	0.000000	0.000049	330.732366	4.3
96	6504.503488	0.000000	0.000049	465.290296	3.9
97	6353.080546	0.000000	0.000049	338.403516	3.7
98	5972.224673	0.000000	0.000049	341.037840	3.7
99	6100.386097	0.000000	0.000049	319.713294	3.7
100	6240.915370	0.000000	0.000049	342.135353	3.1
101	6224.197553	0.000000	0.000049	339.668069	3.9
102	6670.847650	0.000000	0.000049	373.284685	4.0
103	6533.086159	0.000000	0.000049	359.967295	5.2
104	6273.556075	0.000000	0.000049	355.368678	5.5
105	6218.542890	0.000000	0.000049	396.886491	6.3
106	6339.516015	0.000000	0.000049	370.613354	5.8
