1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	400417.575720	0.000000	0.000032	62483.294998	167.5
1	276642.677183	0.000000	0.000032	53498.143088	3.3
2	195918.933473	0.000000	0.000032	43526.926739	2.9
3	135090.428292	0.000000	0.000032	33496.506669	2.8
4	104018.656653	0.000000	0.000032	26938.221261	2.8
5	82045.801501	0.000000	0.000032	21244.971591	2.9
6	67949.963634	0.000000	0.000032	17397.085915	3.6
7	60872.013058	0.000000	0.000032	14547.178483	4.7
8	53258.062793	0.000000	0.000032	11891.541876	4.5
9	48940.596806	0.000000	0.000032	9854.969396	4.5
10	46170.770125	0.000000	0.000032	8987.787007	4.2
11	43397.659792	0.000000	0.000032	8316.472985	3.9
12	40995.564539	0.000000	0.000032	7103.803020	3.8
13	39907.043340	0.000000	0.000032	6367.537891	3.3
14	38296.588888	0.000000	0.000032	6136.176768	3.3
15	36992.085512	0.000000	0.000032	5764.308750	3.2
16	36506.027566	0.000000	0.000032	4930.711763	3.3
17	35224.850591	0.000000	0.000032	4929.464460	3.4
18	35157.253843	0.000000	0.000032	4488.161596	3.3
19	33660.824636	0.000000	0.000032	4279.451562	3.5
20	33040.298541	0.000000	0.000032	3830.564016	3.5
21	33460.807747	0.000000	0.000032	4211.659842	3.5
22	33048.630964	0.000000	0.000032	3939.030126	3.6
23	31834.933134	0.000000	0.000032	3691.137821	3.5
24	31151.578663	0.000000	0.000032	3748.757228	3.7
25	30684.486184	0.000000	0.000032	3364.646931	3.4
26	30577.190592	0.000000	0.000032	3330.479022	3.5
27	30610.413477	0.000000	0.000032	3293.899693	3.6
28	29422.404282	0.000000	0.000032	3132.073779	3.3
29	30579.294428	0.000000	0.000032	3210.536639	3.3
30	29458.612879	0.000000	0.000032	2864.123673	3.3
31	28765.475909	0.000000	0.000032	2972.010859	3.2
32	28345.270087	0.000000	0.000032	2951.807166	3.4
33	28459.128848	0.000000	0.000032	2812.537979	3.2
34	28732.474484	0.000000	0.000032	2702.982412	3.1
35	28102.651589	0.000000	0.000032	2710.267723	3.1
36	27952.037536	0.000000	0.000032	2644.905642	3.1
37	27735.921974	0.000000	0.000032	2546.531045	3.4
38	27529.813573	0.000000	0.000032	2431.935398	3.0
39	27546.228859	0.000000	0.000032	2386.559403	3.3
40	27408.709437	0.000000	0.000032	2354.943297	2.7
41	26331.779786	0.000000	0.000032	2189.006714	2.8
42	26752.482428	0.000000	0.000032	2198.119066	2.8
43	27823.597830	0.000000	0.000032	2389.041114	2.8
44	25961.826462	0.000000	0.000032	2141.286037	2.7
45	26083.745935	0.000000	0.000032	2114.755079	2.7
46	26482.960441	0.000000	0.000032	1854.708922	2.7
47	26419.219338	0.000000	0.000032	1980.743816	2.6
48	25874.199700	0.000000	0.000032	1960.565002	2.6
49	25996.733252	0.000000	0.000032	1922.761476	2.6
50	26312.253424	0.000000	0.000032	1830.511785	2.7
51	25772.197709	0.000000	0.000032	1811.159799	2.5
52	26430.758465	0.000000	0.000032	1976.393913	2.6
53	25088.494175	0.000000	0.000032	1943.060849	2.6
54	25003.213981	0.000000	0.000032	1700.047943	2.5
55	24985.271976	0.000000	0.000032	1744.023479	2.7
56	25396.209204	0.000000	0.000032	1574.927979	2.7
57	25881.984284	0.000000	0.000032	1470.647188	2.6
58	25124.781187	0.000000	0.000032	1834.551790	2.7
59	24719.189561	0.000000	0.000032	1672.957197	2.7
60	24239.839654	0.000000	0.000032	1609.482748	2.7
61	24611.812512	0.000000	0.000032	1555.922541	2.6
62	24466.591918	0.000000	0.000032	1418.992852	2.7
63	23617.699305	0.000000	0.000032	1516.132369	2.6
64	24294.792265	0.000000	0.000032	1246.308504	2.7
65	24841.680823	0.000000	0.000032	1481.467366	2.7
66	24202.571580	0.000000	0.000032	1177.528364	2.8
67	24752.279151	0.000000	0.000032	1259.385415	4.8
68	23882.971352	0.000000	0.000032	1330.820852	4.7
69	24515.363708	0.000000	0.000032	1336.985590	4.2
70	24199.158209	0.000000	0.000032	1381.678983	3.1
71	23791.196496	0.000000	0.000032	1365.209346	3.6
72	23403.220482	0.000000	0.000032	1351.719861	3.7
73	23885.496090	0.000000	0.000032	1202.948839	3.7
74	23864.085840	0.000000	0.000032	1326.316443	3.0
75	24628.590388	0.000000	0.000032	1221.407640	3.0
76	23901.097741	0.000000	0.000032	1214.777184	5.5
77	23503.105200	0.000000	0.000032	1109.990809	2.8
78	24101.134903	0.000000	0.000032	1043.025506	6.3
79	23620.871507	0.000000	0.000032	923.732079	3.4
80	23318.998855	0.000000	0.000032	1001.519478	3.4
81	24575.384538	0.000000	0.000032	1144.896715	3.2
82	23139.439167	0.000000	0.000032	971.742001	2.7
83	23346.986178	0.000000	0.000032	1018.622823	2.7
84	23694.855352	0.000000	0.000032	964.643648	2.7
85	23155.034278	0.000000	0.000032	1024.751898	2.7
86	23629.045173	0.000000	0.000032	878.267693	2.7
87	24845.784819	0.000000	0.000032	894.897915	2.6
88	23098.814701	0.000000	0.000032	949.579959	3.3
89	23424.767512	0.000000	0.000032	926.578928	2.9
90	23422.560403	0.000000	0.000032	905.775174	2.9
91	22873.132497	0.000000	0.000032	879.347586	2.8
92	22796.995669	0.000000	0.000032	898.055593	2.5
93	23871.201976	0.000000	0.000032	879.820161	2.3
94	23201.100100	0.000000	0.000032	989.759513	2.3
95	23613.079008	0.000000	0.000032	780.528584	2.3
96	23189.395144	0.000000	0.000032	976.435741	2.5
97	22947.914133	0.000000	0.000032	898.623812	4.8
98	22955.383462	0.000000	0.000032	746.534256	3.2
99	23564.405788	0.000000	0.000032	750.570484	3.0
100	23185.301547	0.000000	0.000032	721.977548	3.1
101	23636.712901	0.000000	0.000032	772.708388	5.3
102	23371.602720	0.000000	0.000032	613.998418	4.7
103	23847.811187	0.000000	0.000032	698.128080	4.4
104	22914.286243	0.000000	0.000032	782.437576	3.5
105	22901.352427	0.000000	0.000032	763.468085	3.6
106	23621.967643	0.000000	0.000032	522.099993	3.6
107	23699.346094	0.000000	0.000032	869.515816	3.5
108	22352.092439	0.000000	0.000032	665.573066	2.9
109	22808.949759	0.000000	0.000032	645.432496	3.1
110	23213.401621	0.000000	0.000032	569.302691	5.0
111	23889.006080	0.000000	0.000032	569.386787	4.9
112	22195.525396	0.000000	0.000032	592.551684	4.7
113	22872.267392	0.000000	0.000032	661.696215	4.6
114	23423.066409	0.000000	0.000032	624.157318	3.7
115	23442.053105	0.000000	0.000032	613.566983	3.8
116	23393.671358	0.000000	0.000032	451.723507	3.7
117	21998.797226	0.000000	0.000032	665.651149	3.5
118	22781.094011	0.000000	0.000032	543.869616	3.4
119	22883.567865	0.000000	0.000032	452.112956	3.4
120	22172.184236	0.000000	0.000032	698.322463	3.2
121	22557.721276	0.000000	0.000032	478.558531	3.1
122	21942.750519	0.000000	0.000032	707.005275	3.2
123	22583.894725	0.000000	0.000032	505.066175	3.4
124	23335.916762	0.000000	0.000032	514.839299	3.3
125	22378.636489	0.000000	0.000032	569.237062	3.4
126	22791.731533	0.000000	0.000032	493.768921	3.3
127	23130.926838	0.000000	0.000032	353.991098	3.3
128	23361.870201	0.000000	0.000032	335.043410	3.4
129	23115.725217	0.000000	0.000032	598.604653	3.6
130	23210.009391	0.000000	0.000032	560.088154	3.8
131	21562.588138	0.000000	0.000032	631.426401	4.9
132	22225.535677	0.000000	0.000032	536.718329	4.9
133	22755.330080	0.000000	0.000032	528.944090	5.1
134	22762.448693	0.000000	0.000032	541.438662	5.1
135	22945.329586	0.000000	0.000032	498.910022	5.3
136	22849.255881	0.000000	0.000032	674.655100	5.3
137	23083.712077	0.000000	0.000032	370.670440	4.8
138	22083.310300	0.000000	0.000032	578.132065	5.5
139	22854.712995	0.000000	0.000032	299.556680	5.4
140	22860.617606	0.000000	0.000032	391.808209	5.2
141	22905.669761	0.000000	0.000032	328.090525	5.0
142	21844.255152	0.000000	0.000032	562.818766	5.0
143	22759.236651	0.000000	0.000032	538.801837	4.1
144	22578.540430	0.000000	0.000032	357.188800	4.6
145	21891.812682	0.000000	0.000032	281.877830	4.2
146	23118.213568	0.000000	0.000032	384.938371	3.5
147	22891.197091	0.000000	0.000032	456.368009	3.2
148	22545.990295	0.000000	0.000032	367.926306	2.9
149	22695.581295	0.000000	0.000032	324.898660	3.0
150	22111.300225	0.000000	0.000032	349.530153	3.4
151	22347.103256	0.000000	0.000032	340.932268	3.4
152	23500.765819	0.000000	0.000032	358.745314	4.2
153	22220.742731	0.000000	0.000032	398.081623	3.1
154	24010.723680	0.000000	0.000032	172.344503	5.0
155	23270.114179	0.000000	0.000032	550.216785	4.9
156	23360.465914	0.000000	0.000032	391.032920	5.2
157	23271.430552	0.000000	0.000032	384.007214	5.0
158	22833.071201	0.000000	0.000032	131.369316	4.8
159	21369.093187	0.000000	0.000032	466.599000	3.4
160	23008.331453	0.000000	0.000032	305.313598	3.5
161	22121.651091	0.000000	0.000032	315.374905	3.9
162	23983.721919	0.000000	0.000032	400.656703	4.0
163	22057.424612	0.000000	0.000032	418.909685	3.1
164	22799.745431	0.000000	0.000032	299.484825	3.2
165	23638.593558	0.000000	0.000032	437.630593	3.1
166	22384.905630	0.000000	0.000032	371.451206	3.3
167	22916.993965	0.000000	0.000032	360.680257	3.4
168	23140.003013	0.000000	0.000032	182.380638	3.3
169	22875.481236	0.000000	0.000032	355.575417	3.5
170	22402.574751	0.000000	0.000032	157.966262	3.6
171	22402.312129	0.000000	0.000032	292.222586	3.7
172	23387.615104	0.000000	0.000032	278.440650	3.8
173	22801.172955	0.000000	0.000032	291.853604	3.8
174	23667.073384	0.000000	0.000032	222.943973	3.8
175	22709.480935	0.000000	0.000032	353.396886	3.4
176	24002.697332	0.000000	0.000032	211.619086	3.4
177	21444.526543	0.000000	0.000032	361.323744	3.4
178	22457.434335	0.000000	0.000032	311.513643	3.2
179	22572.070478	0.000000	0.000032	415.225669	3.2
180	22590.365384	0.000000	0.000032	266.278945	6.1
181	23149.170222	0.000000	0.000032	229.620269	3.7
182	22426.229699	0.000000	0.000032	377.385089	4.9
183	22387.851150	0.000000	0.000032	278.134595	4.2
184	23177.557956	0.000000	0.000032	194.625975	4.2
185	22252.378350	0.000000	0.000032	493.879259	3.9
186	23484.483356	0.000058	0.000032	255.542513	4.1
187	23298.598117	0.000000	0.000032	174.838685	5.3
188	22407.076692	0.000000	0.000032	230.020186	5.1
189	22103.409606	0.000000	0.000032	239.697524	3.8
190	22558.477175	0.000000	0.000032	218.608538	3.7
191	22278.171276	0.000000	0.000032	212.493797	3.7
192	23016.963152	0.000000	0.000032	400.397944	3.2
193	22666.470242	0.000000	0.000032	270.672182	3.2
194	23151.392862	0.005863	0.000032	189.943240	3.1
195	22264.348505	0.001139	0.000032	311.956947	3.1
196	22712.658507	0.000000	0.000032	426.175682	2.7
197	22286.817081	0.003067	0.000032	335.363695	2.2
198	22731.545064	0.000000	0.000032	279.987317	2.3
199	22326.290040	0.000000	0.000032	243.035418	2.6
200	22160.228430	0.000000	0.000032	215.585299	2.4
